,Unnamed: 0,ticket_number,issue_date,violation_location,license_plate_number,license_plate_state,license_plate_type,zipcode,violation_code,violation_description,unit,unit_description,vehicle_make,fine_level1_amount,fine_level2_amount,current_amount_due,total_payments,ticket_queue,ticket_queue_date,notice_level,hearing_disposition,notice_number,officer,address,latitudes,longitudes
0,0,9192680820,2017-12-16 00:00:00,3473 N CLARK,64746252b5c6e9ba5f5aab9e2b3b2b902ec05eec0de158d2d406b3e947f2683c,IL,PAS,60633.0,0964080B,NO STANDING/PARKING TIME RESTRICTED,502,DOF,NISS,100,200,0.0,100.0,Paid,2018-02-06 00:00:00,DETR,,5207011090,1109,"3400 n clark, chicago, il",41.94539220428178,-87.65501546306781
1,1,68894996,2017-12-16 00:00:00,2410 W CATALPA,afd361aee0cad191ecb238a7abebd592f8cdabf87196dcd8018129e446334b47,IL,PAS,60625.0,0964125B,"NO CITY STICKER VEHICLE UNDER/EQUAL TO 16,000 LBS.",20,CPD,NISS,200,400,0.0,200.0,Paid,2018-01-26 00:00:00,VIOL,,5210312890,9014,"2400 w catalpa, chicago, il",41.981466992656806,-87.69006163329503
2,2,9192716841,2017-12-16 00:00:00,23 W HUBBARD ST,f289d12483fab8c2390391f66c263ff955ddc460e265bfcb54b87bb779b476bc,IL,PAS,607071735.0,0964080B,NO STANDING/PARKING TIME RESTRICTED,502,DOF,HOND,100,200,200.0,0.0,Notice,2017-12-21 00:00:00,FINL,,5208926530,1627,"1 w hubbard st, chicago, il",41.89003650678068,-87.6289913068267
3,3,68747771,2017-12-16 00:01:00,3616 E 107TH ST,95d5f5a9e311b5635ce06a4c1af0f444bd513474c180c570eac72f7a78a6a137,IL,PAS,606176701.0,0964150B,PARKING/STANDING PROHIBITED ANYTIME,4,CPD,GMC,75,150,0.0,75.0,Paid,2018-01-06 00:00:00,VIOL,,5177215050,17916,"3600 e 107th st, chicago, il",41.70098612117746,-87.53574602669374
4,4,68683501,2017-12-16 00:01:00,8435 S DREXEL,5370eff877e020a28790b771d51776db00e117cbbdad9eb56ea68931358ad43e,IL,PAS,604151666.0,0976160B,EXPIRED PLATE OR TEMPORARY REGISTRATION,6,CPD,NISS,60,120,146.4,0.0,Notice,2017-12-28 00:00:00,SEIZ,,5190742630,15972,"8400 s drexel, chicago, il",41.7411000313636,-87.60248118065114
5,5,9192700370,2017-12-16 00:02:00,1200 N PAULINA,ba0a707c292d3f2f375aa0a21bfdb3d0023bf5aec8b750ec43e2d872a9f6799f,IL,PAS,60622.0,0964100G,STOP SIGN OR TRAFFIC SIGNAL,502,DOF,CHEV,60,120,120.0,0.0,Notice,2017-12-21 00:00:00,FINL,,5210023440,1565,"1200 n paulina, chicago, il",41.90333616627291,-87.67048941292383
6,6,9192680821,2017-12-16 00:02:00,3463 N CLARK,0fc16ad37b85955775dbb38f60ba90674f8b3412b3f5ae452e4674bc2ef2011a,IL,PAS,606252442.0,0964080B,NO STANDING/PARKING TIME RESTRICTED,502,DOF,INFI,100,200,0.0,100.0,Paid,2018-01-14 00:00:00,VIOL,,5181121540,1109,"3400 n clark, chicago, il",41.94515123703037,-87.65481700692489
7,7,68786468,2017-12-16 00:02:00,2611 N CENTRAL,36d23a195c40fd5c369ebd63c62fb8ad0c40df6fced0975095502a7cc5e3a969,IL,TMP,,0976160B,EXPIRED PLATE OR TEMPORARY REGISTRATION,25,CPD,TOYT,60,120,60.0,0.0,Define,2018-01-02 00:00:00,,,0,11202,"2600 n central, chicago, il",41.92787879156327,-87.76607527947382
8,8,69020784,2017-12-16 00:02:00,2600 W FULLERTON,a1111bfdfcefb90c20a66135d089db313386e38dd29f955b36d59cffc29319ef,IL,PAS,606083610.0,0976160B,EXPIRED PLATE OR TEMPORARY REGISTRATION,14,CPD,FORD,60,120,0.0,60.0,Paid,2018-01-29 00:00:00,DETR,,5200724340,13954,"2600 w fullerton, chicago, il",41.92488447157923,-87.69274102553523
9,9,9192713447,2017-12-16 00:03:00,228 S WABASH AV,a323104ce188ec714d8cf813521521e8517708792d08a6c6e5acd29f6c25aa54,IL,PAS,600761425.0,0964190B,EXPIRED METER CENTRAL BUSINESS DISTRICT,502,DOF,TOYT,65,130,0.0,65.0,Paid,2017-12-21 00:00:00,,,5210102660,1639,"200 s wabash av, chicago, il",41.87863780099832,-87.6260988926363
10,10,68892212,2017-12-16 00:04:00,2409 W CATALPA,5f7e9b85ebf08348a29c0d72340cfa68470fe5f483651f805207d19abac9a4a7,IL,PAS,60625.0,0964125B,"NO CITY STICKER VEHICLE UNDER/EQUAL TO 16,000 LBS.",20,CPD,NISS,200,400,200.0,200.0,Notice,2018-01-03 00:00:00,FINL,,5206515390,9719,"2400 w catalpa, chicago, il",41.981363510098895,-87.68977199999999
11,11,9192741839,2017-12-16 00:05:00,72 W HUBBARD ST,ca53b47429a0090ab31cc7ba5f4a06a805156fe6d75006ca95706d4b7b400252,IL,PAS,606324826.0,0964080B,NO STANDING/PARKING TIME RESTRICTED,502,DOF,DODG,100,200,0.0,100.0,Paid,2018-01-20 00:00:00,VIOL,,5210029220,1613,"1 w hubbard st, chicago, il",41.890121578647744,-87.63037384522069
12,12,9192713909,2017-12-16 00:05:00,811 N WABASH AV,48262854993cda1d56e368c8cd5807d80354e5fdf2ff4d47e0b2560c98fb0222,IL,PAS,601621620.0,0964080B,NO STANDING/PARKING TIME RESTRICTED,502,DOF,MINI,100,200,0.0,0.0,Dismissed,2018-01-30 00:00:00,VIOL,Not Liable,5190997150,1631,"800 n wabash av, chicago, il",41.89716763119825,-87.62678931266021
13,13,9192713448,2017-12-16 00:05:00,215 S WABASH AV,912789454d07afdd7f12987093594ded84c3126f34fb121b2b488ed9fca721a6,IL,PAS,90630.0,0964190B,EXPIRED METER CENTRAL BUSINESS DISTRICT,502,DOF,KIA,65,130,0.0,130.0,Paid,2018-04-18 00:00:00,FINL,,5210394950,1639,"200 s wabash av, chicago, il",41.87929832966347,-87.62602813795566
14,14,9192724838,2017-12-16 00:05:00,1219 N PAULINA,dcca9efb16e9e6adac39593b70a3cb4bbe91e2a89f6f2f8c41355f0cbc6bb0f3,IL,PAS,605645082.0,0964090E,RESIDENTIAL PERMIT PARKING,502,DOF,HOND,75,150,0.0,75.0,Paid,2018-01-02 00:00:00,VIOL,,5198546660,1623,"1200 n paulina, chicago, il",41.90400928282071,-87.67041210072726
15,15,9192665512,2017-12-16 00:06:00,3513 N SEMINARY,d755db43e8f01e2e9f819a526aab5c63733560940ab959aa58e8166b7fed7858,IL,PAS,606473128.0,0964090E,RESIDENTIAL PERMIT PARKING,502,DOF,CHEV,75,150,0.0,75.0,Paid,2018-01-21 00:00:00,VIOL,,5196099300,1374,"3500 n seminary, chicago, il",41.945778618096824,-87.65665358961876
16,16,9192741840,2017-12-16 00:06:00,72 W HUBBARD ST,ca53b47429a0090ab31cc7ba5f4a06a805156fe6d75006ca95706d4b7b400252,IL,PAS,606324826.0,0976160B,EXPIRED PLATE OR TEMPORARY REGISTRATION,502,DOF,DODG,60,120,0.0,60.0,Paid,2018-01-20 00:00:00,VIOL,,5210029220,1613,"1 w hubbard st, chicago, il",41.890121578647744,-87.63037384522069
17,17,68917983,2017-12-16 00:06:00,1238 W 73RD PL,ef6d4a3674ca4dd9694103451dd318095bc95369bb4872b248f3d95cb84f887a,IL,PAS,608051105.0,0976160B,EXPIRED PLATE OR TEMPORARY REGISTRATION,7,CPD,CADI,60,120,0.0,60.0,Paid,2018-02-06 00:00:00,DETR,,5200749330,11559,"1200 w 73rd pl, chicago, il",41.76056107057766,-87.65538673002537
18,18,9192716842,2017-12-16 00:06:00,70 W HUBBARD ST,593173f6b9378cdf610a6e6f154b078707be5d2b02643bc9b1208cd17c7fdbc8,IL,PAS,606084010.0,0964080B,NO STANDING/PARKING TIME RESTRICTED,502,DOF,HOND,100,200,0.0,100.0,Paid,2018-01-20 00:00:00,VIOL,,5210026440,1627,"1 w hubbard st, chicago, il",41.890122443308975,-87.63032614474275
19,19,9192724839,2017-12-16 00:07:00,1223 N PAULINA,1bc011a2aa86ba17789dbedac6e0e361a4e4527e3f594fb31b97169c2473abbf,IL,PAS,600471467.0,0964090E,RESIDENTIAL PERMIT PARKING,502,DOF,PORS,75,150,0.0,75.0,Paid,2018-02-28 00:00:00,DETR,,5210027690,1623,"1200 n paulina, chicago, il",41.904066540106925,-87.67039244471135
20,20,9192725006,2017-12-16 00:07:00,3524 N SEMINARY,992b7867fecdec092092b5435d39c4d4dfff2e0e21732a9bafb106bf24055591,WI,PAS,60062.0,0964090E,RESIDENTIAL PERMIT PARKING,502,DOF,JEEP,75,150,0.0,75.0,Paid,2017-12-26 00:00:00,,,0,830,"3500 n seminary, chicago, il",41.94558850670896,-87.65674747221985
21,21,9192714262,2017-12-16 00:07:00,209 S WABASH AV,a2de3125a4c99023d9b8c2002239df46c17d9fa9b7e40eed603394b819ea632d,IL,PAS,60641.0,0976160A,MISSING/NONCOMPLIANT FRONT AND/OR REAR PLATE,502,DOF,NISS,60,120,0.0,60.0,Paid,2018-01-21 00:00:00,VIOL,,5210026030,1529,"200 s wabash av, chicago, il",41.87936956071374,-87.62603039527767
22,22,68848827,2017-12-16 00:07:00,6343 S KIMBARK,ddf29451ab4a4337a634d92da319ecd2a5e07638f8db128ef6982eec31958233,IL,PAS,60647.0,0964125B,"NO CITY STICKER VEHICLE UNDER/EQUAL TO 16,000 LBS.",3,CPD,JEEP,200,400,200.0,0.0,Notice,2018-04-30 00:00:00,DETR,Liable,5121654050,13780,"6300 s kimbark, chicago, il",41.7795679387104,-87.59457468338938
23,23,9192725007,2017-12-16 00:08:00,3520 N SEMINARY,a7d6748d030701dd4df268cb8b8593dba43c6195130710f2f440ee1ba939bdae,IL,PAS,,0964090E,RESIDENTIAL PERMIT PARKING,502,DOF,CHEV,75,150,0.0,75.0,Paid,2017-12-18 00:00:00,,,0,830,"3500 n seminary, chicago, il",41.94555571200505,-87.65674602539468
24,24,9192665513,2017-12-16 00:08:00,3507 N SEMINARY,8916274ae87eb5a93dd4195dee1855c624902165bdc5aea49dfef17100c749cf,IL,PAS,606384453.0,0964090E,RESIDENTIAL PERMIT PARKING,502,DOF,CHEV,75,150,0.0,75.0,Paid,2017-12-22 00:00:00,,,5194519830,1374,"3500 n seminary, chicago, il",41.94565261809683,-87.65665464790256
25,25,68828796,2017-12-16 00:09:00,5445 S WOLCOTT,9ae96f28525b48feb58cf9807aff4bb143d41ebea1d7aa200e7e7992d132a28b,IL,PAS,60632.0,0976160B,EXPIRED PLATE OR TEMPORARY REGISTRATION,9,CPD,HOND,60,120,146.4,0.0,Notice,2018-01-03 00:00:00,SEIZ,,5210761630,13783,"5400 s wolcott, chicago, il",41.79465492241438,-87.67181893038628
26,26,68743497,2017-12-16 00:09:00,7827 S MERRILL,999879186467d7b9490d8adb05f3f84d9129806e8686d50920d08e5a75d70dd0,IL,PAS,604022717.0,0964100A,WITHIN 15' OF FIRE HYDRANT,4,CPD,FORD,150,300,0.0,300.0,Paid,2018-03-28 00:00:00,FINL,,5210310990,15274,"7800 s merrill, chicago, il",41.752637612268444,-87.57229314790256
27,27,68851554,2017-12-16 00:10:00,6226 S ST LAWRENCE,d2870809c2dd13bd594fdcd6b72820039f4462389aba876e4c8a96232c542894,IL,PAS,60637.0,0964125B,"NO CITY STICKER VEHICLE UNDER/EQUAL TO 16,000 LBS.",3,CPD,JEEP,200,400,0.0,200.0,Paid,2018-03-01 00:00:00,DETR,,5206712490,12691,"6200 s st lawrence, chicago, il",41.78128488481735,-87.61084878660026
28,28,69128137,2017-12-16 00:10:00,6901 N RAVENSWOOD,f58153572d45e48a1c8e628673007f2d9f8229bd9af65f185690ae287247306a,IL,PAS,606263106.0,0964150B,PARKING/STANDING PROHIBITED ANYTIME,24,CPD,MAZD,75,150,0.0,75.0,Paid,2018-01-03 00:00:00,,,0,14755,"6900 n ravenswood, chicago, il",42.00657791944161,-87.6752128538607
29,29,68938445,2017-12-16 00:10:00,3369 E 100TH ST,2276f9dd476a80e13b047857af2650ba53bf992afda08c18ca7adc71915fb9b3,IN,PAS,463682120.0,0940170,UNSAFE CONDITION,312,CPD-Other,SATR,25,50,50.0,0.0,Notice,2018-01-25 00:00:00,FINL,,5210886800,13825,"3300 e 100th st, chicago, il",41.713759992515975,-87.54124740449042
30,30,69072840,2017-12-16 00:10:00,160 W KINZIE,31dc9b77b0398a7c029c97f95fab8a605b068711ecb577ed2a57076222532cfd,IL,PAS,,0964080B,NO STANDING/PARKING TIME RESTRICTED,495,Miscellaneous,TOYT,100,200,0.0,100.0,Paid,2018-01-18 00:00:00,,,0,381,"100 w kinzie, chicago, il",41.88924496505927,-87.63325425
31,31,68914432,2017-12-16 00:11:00,7218 S RACINE,3ebd73268c62fcc72c7397540afe24b4205c3f027c7dd3269e0bcc268b2a4170,IL,TMP,,0976160B,EXPIRED PLATE OR TEMPORARY REGISTRATION,7,CPD,FORD,60,120,60.0,0.0,Define,2017-12-29 00:00:00,,,0,11467,"7200 s racine, chicago, il",41.76269953458938,-87.65410671423649
32,32,68797419,2017-12-16 00:11:00,11100 S MICHIGAN,84c5d7144e71664e2bc4bd106d0ccaf60631d2a6068a8b8eb9cab893b17e13eb,IL,PAS,606171530.0,0964150B,PARKING/STANDING PROHIBITED ANYTIME,5,CPD,KIA,75,150,150.0,0.0,Notice,2018-01-03 00:00:00,FINL,,5200190970,13836,"11100 s michigan, chicago, il",41.692400245628704,-87.62106874274318
33,33,68762544,2017-12-16 00:11:00,122 W KINZIE,389a9eb827ff6c127997c07b46954546f359708ee717dda450c8c61c54c87f9f,IL,PAS,606083915.0,0964080B,NO STANDING/PARKING TIME RESTRICTED,18,CPD,HYUN,100,200,66.66,33.34,Notice,2018-03-23 00:00:00,DETR,Liable,5204675440,5137,"100 w kinzie, chicago, il",41.889224460470736,-87.63201844463038
34,34,68765794,2017-12-16 00:11:00,124 W KINZIE,0d4438361463b414ad185c6a507e3018595766d8711d7736498a85d37500fccd,IL,PAS,606122020.0,0964080B,NO STANDING/PARKING TIME RESTRICTED,18,CPD,BMW,100,200,0.0,100.0,Paid,2018-03-13 00:00:00,DETR,,5205482570,12834,"100 w kinzie, chicago, il",41.889224460470736,-87.63210033527612
35,35,9192713249,2017-12-16 00:11:00,843 W NEWPORT,ef152c2236887db7e3739811ca3bb420395192c3816d1be3920331baabe1451c,IL,PAS,,0964090E,RESIDENTIAL PERMIT PARKING,502,DOF,NISS,75,150,0.0,75.0,Paid,2017-12-18 00:00:00,,,0,1462,"800 w newport, chicago, il",41.94445253952926,-87.65107183236194
36,36,9192708178,2017-12-16 00:11:00,6422 N GLENWOOD,bed92643ba68451c5b948226fc1103b9e1f00b1dd066783fa9535a94571d8cbb,IL,PAS,60625.0,0964090E,RESIDENTIAL PERMIT PARKING,502,DOF,HOND,75,150,0.0,75.0,Paid,2018-01-03 00:00:00,VIOL,,5208542470,1644,"6400 n glenwood, chicago, il",41.99879496071516,-87.66557497022988
37,37,9192716843,2017-12-16 00:11:00,160 W HUBBARD ST,4a79528643cf4c36023297b803dcc5263a591366d63f2614c875a1f3d923e1ce,IL,PAS,606428385.0,0964080B,NO STANDING/PARKING TIME RESTRICTED,502,DOF,BMW,100,200,0.0,100.0,Paid,2018-01-19 00:00:00,VIOL,,5210026450,1627,"100 w hubbard st, chicago, il",41.89006472869923,-87.63337381048292
38,38,9192680822,2017-12-16 00:12:00,936 W NEWPORT,286235d8c83ef2c14e84dfef27ad875dcd83ba5ca342693092c6db96cb9b82c0,MI,PAS,590120000.0,0964090E,RESIDENTIAL PERMIT PARKING,502,DOF,FORD,75,150,0.0,75.0,Paid,2017-12-18 00:00:00,,,5165135590,1109,"900 w newport, chicago, il",41.94454204167907,-87.65334045021186
39,39,9192741841,2017-12-16 00:13:00,148 W HUBBARD ST,5c75742ca26f0759dc84ef3d5ebf3ce168ff6be369d13f052c4a744fca9209a4,IL,PAS,600161861.0,0964080B,NO STANDING/PARKING TIME RESTRICTED,502,DOF,NISS,100,200,200.0,0.0,Notice,2017-12-21 00:00:00,SEIZ,,5202144640,1613,"100 w hubbard st, chicago, il",41.890017518754554,-87.63304075145709
40,40,9192615044,2017-12-16 00:13:00,4832 S RIDGEWAY,d914f7d796566be9dfb029f4dd0190a13d2f2a14ddbbd5d0b409727b3749ce4c,IL,PAS,606323226.0,0964090E,RESIDENTIAL PERMIT PARKING,502,DOF,NISS,75,150,150.0,0.0,Notice,2017-12-21 00:00:00,FINL,,5197601140,1579,"4800 s ridgeway, chicago, il",41.80471040743839,-87.71741577549176
41,41,68851555,2017-12-16 00:13:00,6152 S ST LAWRENCE,86bf75ed10e4c796968bec1cf66508c5b24e5e46eb3b83fff4145c98248ec2cb,IL,TMP,60637.0,0964125B,"NO CITY STICKER VEHICLE UNDER/EQUAL TO 16,000 LBS.",3,CPD,DODG,200,400,200.0,0.0,Court,2018-01-25 00:00:00,,,5210274500,12691,"6100 s st lawrence, chicago, il",41.78244638773157,-87.61087587041929
42,42,9192714263,2017-12-16 00:13:00,135 S WABASH AV,6108ba3347ea0401834de37de9e315e638560786229949ee2a4e51210b8dc311,IL,PAS,606224580.0,0964190B,EXPIRED METER CENTRAL BUSINESS DISTRICT,502,DOF,BMW,65,130,0.0,65.0,Paid,2018-01-29 00:00:00,DETR,,5208910820,1529,"100 s wabash av, chicago, il",41.88032757508169,-87.62606236656897
43,43,9192713250,2017-12-16 00:13:00,829 W NEWPORT,cd469c1e501ff30842a1358c619333ea568e0ed4293cdbb9bd120d025f9141c2,SC,PAS,,0976160B,EXPIRED PLATE OR TEMPORARY REGISTRATION,502,DOF,TOYT,60,120,60.0,0.0,Define,2017-12-18 00:00:00,,,0,1462,"800 w newport, chicago, il",41.94445253952926,-87.65059933236194
44,44,9192725008,2017-12-16 00:13:00,1063 W CORNELIA,cd66235da1b1f180e580a35737e2f134c0f06f0700c8b2bcacec422676e51437,IL,PAS,606323727.0,0964090E,RESIDENTIAL PERMIT PARKING,502,DOF,LEXU,75,150,0.0,75.0,Paid,2018-01-22 00:00:00,VIOL,,5210027850,830,"1000 w cornelia, chicago, il",41.945308513994036,-87.65641830391252
45,45,68799014,2017-12-16 00:14:00,11300 S MICHIGAN AVE,2fef807d1788f40b8ef178037338349f34008233f06e2b817e027258fbfce731,IL,PAS,606434417.0,0964125B,"NO CITY STICKER VEHICLE UNDER/EQUAL TO 16,000 LBS.",5,CPD,AUDI,200,400,0.0,400.0,Paid,2018-04-26 00:00:00,SEIZ,,5199461190,10404,"11300 s michigan ave, chicago, il",41.68881013627447,-87.62103830102699
46,46,9192741842,2017-12-16 00:14:00,152 W HUBBARD ST,71dd902116df94655279dfdcebb2571797a7414fa262c42a50fd1b1ea7bc1deb,IN,PAS,463751788.0,0964080B,NO STANDING/PARKING TIME RESTRICTED,502,DOF,KIA,100,200,0.0,100.0,Paid,2018-03-02 00:00:00,DETR,,5190020140,1613,"100 w hubbard st, chicago, il",41.89001849321932,-87.63318025145709
47,47,9192725009,2017-12-16 00:14:00,1061 W CORNELIA,a9fbefe4767ace3a40a9b350179ec821a1c8876f551eea21de94794392c8167b,IL,PAS,606134175.0,0964090E,RESIDENTIAL PERMIT PARKING,502,DOF,JEEP,75,150,0.0,75.0,Paid,2018-01-18 00:00:00,VIOL,,5210027860,830,"1000 w cornelia, chicago, il",41.945308513994036,-87.65632830391252
48,48,9192713449,2017-12-16 00:14:00,119 S WABASH AV,86d603edc8a7112c0c928591ffff1f770e296dc69ac36acf5d19f3baceea5f1c,WA,PAS,981122713.0,0976160B,EXPIRED PLATE OR TEMPORARY REGISTRATION,502,DOF,BMW,60,120,0.0,0.0,Dismissed,2018-03-21 00:00:00,,Not Liable,5204074210,1639,"100 s wabash av, chicago, il",41.88051458856596,-87.62606971352729
49,49,68765795,2017-12-16 00:14:00,120 W KINZIE,0f4175f8af64a8c38d239115d6541b78cef244b5045792ab1582f72f3a66b02f,IL,PAS,606254351.0,0964080B,NO STANDING/PARKING TIME RESTRICTED,18,CPD,KIA,100,200,0.0,100.0,Paid,2018-01-10 00:00:00,VIOL,,5203266900,12834,"100 w kinzie, chicago, il",41.889224460470736,-87.63195094463038
50,50,68904015,2017-12-16 00:14:00,5532 W QUINCY,3e2d1dc8129fc00759fb774e7ec087936f4f69ba64b083d95b1b86d1c6581692,IL,PAS,606444060.0,0964130A,PARK ALLEY,15,CPD,CHEV,150,300,300.0,0.0,Notice,2018-01-03 00:00:00,SEIZ,,5177029320,17159,"5500 w quincy, chicago, il",41.87753593699678,-87.76298359130492
51,51,9192708179,2017-12-16 00:15:00,6436 N GLENWOOD,ffc4083f9d6ca177b19a6cbcfef5d83957060d17d4962366023ec2beead658e3,AZ,PAS,,0976160B,EXPIRED PLATE OR TEMPORARY REGISTRATION,502,DOF,SAAB,60,120,60.0,0.0,Define,2017-12-18 00:00:00,,,0,1644,"6400 n glenwood, chicago, il",41.99922749125744,-87.66557841038124
52,52,9192741843,2017-12-16 00:15:00,150 W HUBBARD,550340bc7264d7f91f6349a4305dad4cd5bd4ee06f653933decde1a3bcf641de,IL,PAS,60015.0,0964080B,NO STANDING/PARKING TIME RESTRICTED,502,DOF,CHEV,100,200,0.0,100.0,Paid,2018-01-18 00:00:00,VIOL,,5210029230,1613,"100 w hubbard, chicago, il",41.89006783737333,-87.63306294307306
53,53,9192714264,2017-12-16 00:16:00,125 N WABASH,4fcb22f9a19a7af76236e05620abef200c9e1252e1d00685cdbd4e5f8c374c4d,IL,TRK,601911201.0,0964150B,PARKING/STANDING PROHIBITED ANYTIME,502,DOF,CHEV,75,150,0.0,75.0,Paid,2018-03-02 00:00:00,DETR,,5182978880,1529,"100 n wabash, chicago, il",41.88389175005971,-87.6261769787927
54,54,9192708180,2017-12-16 00:16:00,6436 N GLENWOOD,ffc4083f9d6ca177b19a6cbcfef5d83957060d17d4962366023ec2beead658e3,AZ,PAS,,0964090E,RESIDENTIAL PERMIT PARKING,502,DOF,SAAB,75,150,75.0,0.0,Define,2017-12-18 00:00:00,,,0,1644,"6400 n glenwood, chicago, il",41.99922749125744,-87.66557841038124
55,55,9192680823,2017-12-16 00:16:00,924 W NEWPORT,285ff6fb293ff967b83f8f202cbc477294bb1cee67d69498c172298a8facfa2e,IL,PAS,60453.0,0964090E,RESIDENTIAL PERMIT PARKING,502,DOF,CHEV,75,150,0.0,150.0,Paid,2018-04-26 00:00:00,FINL,,5210021040,1109,"900 w newport, chicago, il",41.94448446047074,-87.65297027699232
56,56,68765796,2017-12-16 00:16:00,116 W KINZIE,742e898ab859a5ab87e29916880eef694bda34e555fbcc7d49094ca22306c74a,IL,PAS,606254801.0,0964080B,NO STANDING/PARKING TIME RESTRICTED,18,CPD,TOYT,100,200,200.0,0.0,Notice,2018-01-03 00:00:00,FINL,,5210364760,12834,"100 w kinzie, chicago, il",41.889224460470736,-87.63186994463038
57,57,9192741844,2017-12-16 00:16:00,154 W HUBBARD,21bdc6ffcce97c8f31cf9452364363d17b854b3c0b9663cf857e75697d375909,IN,PAS,463122835.0,0964080B,NO STANDING/PARKING TIME RESTRICTED,502,DOF,HYUN,100,200,0.0,100.0,Paid,2018-01-16 00:00:00,VIOL,,5210068520,1613,"100 w hubbard, chicago, il",41.89002046378898,-87.6333692514571
58,58,9192713450,2017-12-16 00:17:00,109 S WABASH AV,8e9492ca488500928c35acde7ee3e9eef040e878186902d5d76100a932e52b0b,IL,PAS,,0964190B,EXPIRED METER CENTRAL BUSINESS DISTRICT,502,DOF,CHRY,65,130,0.0,65.0,Paid,2017-12-19 00:00:00,,,0,1639,"100 s wabash av, chicago, il",41.880631471993624,-87.62607430537624
59,59,68933155,2017-12-16 00:17:00,8231 S COTTAGE GROVE,91112383eec0d09801f2ca1cc76f046d2baeb8cf6560fa12d93aaec321fb8a35,IL,PAS,606172202.0,0964100A,WITHIN 15' OF FIRE HYDRANT,22,CPD,JEEP,150,300,0.0,150.0,Paid,2018-03-07 00:00:00,DETR,,5178745580,7809,"8200 s cottage grove, chicago, il",41.74484027762863,-87.60499929867824
60,60,68762545,2017-12-16 00:17:00,112 W KINZIE,4736495079ca7ecbf81c89352b0301d3650d0f9996fc31a22bab796514684aee,IL,PAS,60639.0,0964080B,NO STANDING/PARKING TIME RESTRICTED,18,CPD,FORD,100,200,0.0,100.0,Paid,2018-03-01 00:00:00,DETR,,5205486720,5137,"100 w kinzie, chicago, il",41.88922348600596,-87.63176186081135
61,61,68762546,2017-12-16 00:17:00,112 W KINZIE,4736495079ca7ecbf81c89352b0301d3650d0f9996fc31a22bab796514684aee,IL,PAS,60639.0,0976160A,MISSING/NONCOMPLIANT FRONT AND/OR REAR PLATE,18,CPD,FORD,60,120,0.0,60.0,Paid,2018-03-01 00:00:00,DETR,,5205486720,5137,"100 w kinzie, chicago, il",41.88922348600596,-87.63176186081135
62,62,9192741845,2017-12-16 00:18:00,158 W HUBBARD,7a826d825683bce75d1a606c291aeb651099325a8e144fb24e94ec4d2b10fec8,IL,PAS,,0964080B,NO STANDING/PARKING TIME RESTRICTED,502,DOF,GMC,100,200,0.0,100.0,Paid,2017-12-18 00:00:00,,,0,1613,"100 w hubbard, chicago, il",41.89006535043405,-87.63331163700094
63,63,68917984,2017-12-16 00:18:00,1266 W 73RD ST,fbd4f2b863284617ecb6aa8f8602f25ca4200d26c689a2191b1897f67bfdbb9c,TX,TMP,,0976160B,EXPIRED PLATE OR TEMPORARY REGISTRATION,7,CPD,MERC,60,120,60.0,0.0,Define,2017-12-29 00:00:00,,,0,11559,"1200 w 73rd st, chicago, il",41.76138651154119,-87.65656233527612
64,64,9192724840,2017-12-16 00:19:00,1731 W BEACH,f53ef72568c78fb90d6c1aa3620bfc796c4ef8477afa844489edd0593c37035d,IL,PAS,606254071.0,0976160B,EXPIRED PLATE OR TEMPORARY REGISTRATION,502,DOF,HYUN,60,120,120.0,0.0,Notice,2017-12-21 00:00:00,SEIZ,,5187116610,1623,"1700 w beach, chicago, il",41.90748781794133,-87.67135222250555
65,65,9192700371,2017-12-16 00:19:00,1600 W BEACH,1091d186f17b91af41cbdcb2d5e1008fe958fce05f9f51eca942137598a0d297,IL,PAS,600104829.0,0964100G,STOP SIGN OR TRAFFIC SIGNAL,502,DOF,HOND,60,120,0.0,60.0,Paid,2018-01-20 00:00:00,VIOL,,5210023450,1565,"1600 w beach, chicago, il",41.907683346498466,-87.66768897384318
66,66,9192700372,2017-12-16 00:20:00,1616 W BEACH,36b201fee27cb237a10901edbdd13a7313d6aec4114d498ab5c8df0817c14fa0,IL,PAS,611074606.0,0964090E,RESIDENTIAL PERMIT PARKING,502,DOF,NISS,75,150,0.0,75.0,Paid,2018-02-18 00:00:00,DETR,,5210101510,1565,"1600 w beach, chicago, il",41.90760449321932,-87.66826144463039
67,67,68703614,2017-12-16 00:20:00,122 W MONROE,835c5667fc65e6c372eb7653f6c1a0a089ad7cded3c7f73a73f37cea541eca4e,FL,PAS,,0964150B,PARKING/STANDING PROHIBITED ANYTIME,1,CPD,FLNR,75,150,75.0,0.0,Define,2017-12-29 00:00:00,,,0,15515,"100 w monroe, chicago, il",41.88070650043268,-87.63174933527613
68,68,68669873,2017-12-16 00:21:00,1675 W PRATT AVE,a2636394434413f703d4991b97acca02ad565caab210aec4750271a5d11b2afb,IL,PAS,600163904.0,0964150B,PARKING/STANDING PROHIBITED ANYTIME,24,CPD,HOND,75,150,0.0,75.0,Paid,2018-03-08 00:00:00,DETR,,5208164200,12078,"1600 w pratt ave, chicago, il",42.00526289456184,-87.67293281998613
