,Unnamed: 0,ticket_number,issue_date,violation_location,license_plate_number,license_plate_state,license_plate_type,zipcode,violation_code,violation_description,unit,unit_description,vehicle_make,fine_level1_amount,fine_level2_amount,current_amount_due,total_payments,ticket_queue,ticket_queue_date,notice_level,hearing_disposition,notice_number,officer,address,latitudes,longitudes
1909,1909,9192630713,2017-12-16 12:44:00,2140 W CERMAK RD,e6af31536387a2b6a5fc8dbd0d339fc777b8bb348284d2853832e2540559fdb2,IL,PAS,608042725.0,0964190A,EXP. METER NON-CENTRAL BUSINESS DISTRICT,729,Miscellaneous,FORD,50,100,0.0,100.0,Paid,2018-05-11 00:00:00,SEIZ,,5202289770,1398,"2100 w cermak rd, chicago, il",41.852124511541206,-87.67993902844941
1910,1910,9192570698,2017-12-16 12:44:00,748 W MELROSE ST,3b67ce52f34113bf6b16fad70236ab8f88621bc8ed4641f82e981a9c962b489c,MI,PAS,48823.0,0964190A,EXP. METER NON-CENTRAL BUSINESS DISTRICT,502,DOF,VOLV,50,100,0.0,50.0,Paid,2018-01-11 00:00:00,VIOL,,5204862940,1352,"700 w melrose st, chicago, il",41.94107451875457,-87.64874044463038
1911,1911,69176584,2017-12-16 12:44:00,3836 W 28TH ST,f80bc81ae3827dfd2c9d931123636c74a92b91a68bdef888a6628de02543c33b,IL,PAS,606234611.0,0976160B,EXPIRED PLATE OR TEMPORARY REGISTRATION,12,CPD,NISS,60,120,120.0,0.0,Notice,2018-01-10 00:00:00,SEIZ,,5202907930,5631,"3800 w 28th st, chicago, il",41.840707906653364,-87.7209075
1912,1912,9192724446,2017-12-16 12:44:00,3408 N CLARK,bca939919ad8befe640ab3793bf6d7c539182abcd092abf2cdb6e6fca626b67c,IL,PAS,606579257.0,0964140B,PARK OR STAND IN BUS/TAXI/CARRIAGE STAND,498,DOF,VOLV,100,200,0.0,100.0,Paid,2018-01-06 00:00:00,VIOL,,5202500150,812,"3400 n clark, chicago, il",41.94384803996196,-87.65387393770547
1913,1913,9192092336,2017-12-16 12:44:00,2205 S LEAVITT ST,c34b7b1a16ee74c0bb6d3effceb75c995ace978e223f78a6c6bf4a1ebcc59315,IL,PAS,60608.0,0964190A,EXP. METER NON-CENTRAL BUSINESS DISTRICT,729,Miscellaneous,FORD,50,100,0.0,50.0,Paid,2018-01-26 00:00:00,VIOL,,5206129350,1459,"2200 s leavitt st, chicago, il",41.85186545953216,-87.68066416796623
1914,1914,9192729806,2017-12-16 12:44:00,3425 W 26TH ST,f047c547d5868e76239a860196f08a4755297bcce47fe2fb8ec6a577977e0e54,WI,PAS,,0976160A,MISSING/NONCOMPLIANT FRONT AND/OR REAR PLATE,498,DOF,MAZD,60,120,60.0,0.0,Define,2017-12-18 00:00:00,,,0,820,"3400 w 26th st, chicago, il",41.8444345434244,-87.71077758090483
1915,1915,9192725252,2017-12-16 12:44:00,1403 N WIELAND,820f2ec34ecf8aaa02b1ce0d43b9b1f7c8d160e89a5c285bc13eb508014374c5,IL,PAS,604679413.0,0964090E,RESIDENTIAL PERMIT PARKING,502,DOF,JEEP,75,150,0.0,75.0,Paid,2018-01-17 00:00:00,VIOL,,5206899450,1624,"1400 n wieland, chicago, il",41.90774108994457,-87.63553683174102
1916,1916,9192725051,2017-12-16 12:45:00,1340 N MILWAUKEE SERVICE,67282986e4932e10dfbdc2a4d66c5c995f8d1eccd1c0535a01e2483b4ea8f130,TX,PAS,,0964190A,EXP. METER NON-CENTRAL BUSINESS DISTRICT,502,DOF,TOYT,50,100,50.0,0.0,Define,2017-12-18 00:00:00,,,0,1630,"1300 n milwaukee service, chicago, il",41.906097508023,-87.67088279643474
1917,1917,68802073,2017-12-16 12:45:00,2926 N SOUTHPORT,b3702e2e94dbb864f69ec31d36629e78361bd7da0e5cb46d6851bbd66644affb,IL,PAS,,0976160B,EXPIRED PLATE OR TEMPORARY REGISTRATION,19,CPD,MITS,60,120,60.0,0.0,Define,2018-01-19 00:00:00,,,0,10320,"2900 n southport, chicago, il",41.935045782016694,-87.66370371050378
1918,1918,9192092337,2017-12-16 12:45:00,2207 S LEAVITT ST,5813788c5816c12639e15cda9409780f5858cb4304367d614065d96240daeaad,IL,PAS,607063065.0,0964190A,EXP. METER NON-CENTRAL BUSINESS DISTRICT,729,Miscellaneous,HOND,50,100,0.0,50.0,Paid,2017-12-22 00:00:00,,,5210014820,1459,"2200 s leavitt st, chicago, il",41.85177765065885,-87.68066207727877
1919,1919,9192741405,2017-12-16 12:45:00,522 S WABASH AVE,e5b920bdf90da15f73f2fc7ff39c018638c517f4e95eae43e8ca4a390f79e8ee,IL,PAS,606573050.0,0964125B,"NO CITY STICKER VEHICLE UNDER/EQUAL TO 16,000 LBS.",502,DOF,NISS,200,400,0.0,200.0,Paid,2017-12-29 00:00:00,VIOL,,5156928660,1640,"500 s wabash ave, chicago, il",41.87508411184555,-87.62605743434322
1920,1920,9192714836,2017-12-16 12:45:00,7539 S INDIANA,81c7fa31f4c417f9cafd1a12d0eff0aca9a0a64a3d79889ca6275936b948aaa6,IN,PAS,,0964090E,RESIDENTIAL PERMIT PARKING,498,DOF,CHEV,75,150,75.0,0.0,Define,2017-12-18 00:00:00,,,0,125,"7500 s indiana, chicago, il",41.757137863725546,-87.61984415122078
1921,1921,69543805,2017-12-16 12:45:00,1543 W GLENLAKE,3fbdfae99a4d19ea6129ca997d6edcd0fa76220e3d12cb87d01ccba1ae297459,IL,PAS,,0964090E,RESIDENTIAL PERMIT PARKING,24,CPD,FORD,75,150,0.0,75.0,Paid,2017-12-29 00:00:00,,,0,12842,"1500 w glenlake, chicago, il",41.992585513994044,-87.66935083236193
1922,1922,69543806,2017-12-16 12:45:00,1542 E GLENLAKE,da240198aa8d4d0a5e12ca3d9f89ca609ea7522c02f6949e6f47dccd8c61c0f7,IL,PAS,60626.0,0964090E,RESIDENTIAL PERMIT PARKING,24,CPD,LINC,75,150,0.0,75.0,Paid,2018-01-27 00:00:00,VIOL,,5177643920,12842,"1500 e glenlake, chicago, il",41.99263348600596,-87.66935027699232
1923,1923,9192729807,2017-12-16 12:45:00,3425 W 26TH ST,f047c547d5868e76239a860196f08a4755297bcce47fe2fb8ec6a577977e0e54,WI,PAS,,0976160B,EXPIRED PLATE OR TEMPORARY REGISTRATION,498,DOF,MAZD,60,120,60.0,0.0,Define,2017-12-18 00:00:00,,,0,820,"3400 w 26th st, chicago, il",41.8444345434244,-87.71077758090483
1924,1924,68861829,2017-12-16 12:46:00,4802 N MARINE,13bba5e592b7023eeb15b549a35043e3f91ea0c65c8618b06c29f1b07536688e,IL,PAS,606266343.0,0964140B,PARK OR STAND IN BUS/TAXI/CARRIAGE STAND,145,CPD-Other,TOYT,100,200,0.0,100.0,Paid,2018-01-12 00:00:00,VIOL,,5210312340,6415,"4800 n marine, chicago, il",41.96930239298265,-87.64973881732058
1925,1925,9192630714,2017-12-16 12:46:00,2130 W CERMAK RD,545e107cd73b0a124810873fbb0c9259e95578632574eac3b4277738524fa36b,IL,PAS,606084908.0,0964190A,EXP. METER NON-CENTRAL BUSINESS DISTRICT,729,Miscellaneous,CHEV,50,100,0.0,50.0,Paid,2018-01-16 00:00:00,VIOL,,5210018970,1398,"2100 w cermak rd, chicago, il",41.85213351154118,-87.67959252844942
1926,1926,9192725253,2017-12-16 12:46:00,1403 N WIELAND,1b4f5294f8e692d5e28fda561d4d41f6a5064f2122f51b8052f1f730b79e7959,IL,PAS,605102422.0,0964090E,RESIDENTIAL PERMIT PARKING,502,DOF,TOYT,75,150,0.0,75.0,Paid,2017-12-27 00:00:00,VIOL,,5210103810,1624,"1400 n wieland, chicago, il",41.90774108994457,-87.63553683174102
1927,1927,9192741406,2017-12-16 12:47:00,522 S WABASH AVE,407e83253160dafebd283af8ff61e1ebde2e4c054a9d38ba6d21a7c2cf20be18,IL,PAS,606372420.0,0964190B,EXPIRED METER CENTRAL BUSINESS DISTRICT,502,DOF,CHEV,65,130,130.0,0.0,Notice,2017-12-21 00:00:00,SEIZ,,5192683960,1640,"500 s wabash ave, chicago, il",41.87508411184555,-87.62605743434322
1928,1928,9192729808,2017-12-16 12:47:00,3441 W 24TH ST,065c7f9c4bbf3e2da695a070146ea5a56c7d2f031137aa00b59f98c0670118e4,WI,PAS,,0976160A,MISSING/NONCOMPLIANT FRONT AND/OR REAR PLATE,498,DOF,JEEP,60,120,60.0,0.0,Define,2017-12-18 00:00:00,,,0,820,"3400 w 24th st, chicago, il",41.8479970843996,-87.71145130807086
1929,1929,9192715889,2017-12-16 12:47:00,1211 N CLARK ST,3338b486dfec9ae4cd101d50db2422789d4bdfcbacee969ab7548652ccd5e443,IL,PAS,,0964190B,EXPIRED METER CENTRAL BUSINESS DISTRICT,502,DOF,JEEP,65,130,0.0,65.0,Paid,2017-12-18 00:00:00,,,0,1596,"1200 n clark st, chicago, il",41.904296863725534,-87.63144108572362
1930,1930,9192092338,2017-12-16 12:47:00,2209 W CERMAK RD,b0533bc164c92139452a10825c3ca3b01bf46866edc1a10275bcb8e10aab1876,IL,SOX,,0964190A,EXP. METER NON-CENTRAL BUSINESS DISTRICT,729,Miscellaneous,CADI,50,100,0.0,50.0,Paid,2018-01-02 00:00:00,,,0,1459,"2200 w cermak rd, chicago, il",41.85207450678069,-87.6811812485429
1931,1931,9192724447,2017-12-16 12:47:00,3316 N CLARK ST,7e0ac71845e7bd6059a228923a7393680f51d5b3799ce205ab2923fb0456af1d,IL,PAS,606324811.0,0964125B,"NO CITY STICKER VEHICLE UNDER/EQUAL TO 16,000 LBS.",498,DOF,NISS,200,400,0.0,200.0,Paid,2018-01-27 00:00:00,VIOL,,5171949400,812,"3300 n clark st, chicago, il",41.94220665259331,-87.65257594694893
1932,1932,9192725052,2017-12-16 12:47:00,1334 N MILWAUKEE SERVICE,2842445854411921800fc4240789262f3a7933aefd3d17d9845a4acf56ddcafd,IL,PAS,,0964190A,EXP. METER NON-CENTRAL BUSINESS DISTRICT,502,DOF,HOND,50,100,0.0,50.0,Paid,2017-12-18 00:00:00,,,0,1630,"1300 n milwaukee service, chicago, il",41.90596835863209,-87.67068420088759
1933,1933,9192714837,2017-12-16 12:47:00,7541 S INDIANA,485d0050157734297c819696a7a56c6b0eec49737469e38fa65d6de02b735425,IL,PAS,606191734.0,0964090E,RESIDENTIAL PERMIT PARKING,498,DOF,CHRY,75,150,0.0,75.0,Paid,2018-01-10 00:00:00,VIOL,,5147723850,125,"7500 s indiana, chicago, il",41.75705775437129,-87.619843176756
1934,1934,9192600159,2017-12-16 12:48:00,81 W WALTON ST,ea715f4debf66124147d907999cab3eec8050a4e5f2395ef44a755fec7e7cf50,IL,PAS,600419560.0,0964190B,EXPIRED METER CENTRAL BUSINESS DISTRICT,498,DOF,HOND,65,130,0.0,65.0,Paid,2017-12-22 00:00:00,,,5210017050,814,"1 w walton st, chicago, il",41.89972288581819,-87.63084955102617
1935,1935,9192725254,2017-12-16 12:48:00,1401 N WIELAND,a6fb99f9ea3b48a28c103434c60dffe8806a7462ad5a778144af0a1e5429ccae,IL,PAS,606186579.0,0964090E,RESIDENTIAL PERMIT PARKING,502,DOF,VOLV,75,150,0.0,75.0,Paid,2017-12-23 00:00:00,,,5179843340,1624,"1400 n wieland, chicago, il",41.907906838190314,-87.6355635607653
1936,1936,9192741407,2017-12-16 12:49:00,522 S WABASH AVE,473e89c125b3e9df6be42233ea1efff8240c6bab0c537e41a00ac82c49b78fc2,IL,PAS,604251950.0,0976160B,EXPIRED PLATE OR TEMPORARY REGISTRATION,502,DOF,INFI,60,120,120.0,0.0,Notice,2017-12-21 00:00:00,FINL,,5201801720,1640,"500 s wabash ave, chicago, il",41.87508411184555,-87.62605743434322
1937,1937,9192715890,2017-12-16 12:49:00,1213 N CLARK ST,b0d6fc3ef2c5094ebe7e4b4a9f26aff15a9f459166414e98e303d102cd711b1a,AR,PAS,,0964190A,EXP. METER NON-CENTRAL BUSINESS DISTRICT,502,DOF,INFI,50,100,0.0,0.0,Dismissed,2018-03-04 00:00:00,,,0,1596,"1200 n clark st, chicago, il",41.90419053023007,-87.63141861602053
1938,1938,9192708643,2017-12-16 12:49:00,1206 S CLINTON ST,be9a3686b6547af943d56dd06e1ec1e674fb47cb6d821210dd1985d87c0df154,IL,TRK,601261117.0,0964190A,EXP. METER NON-CENTRAL BUSINESS DISTRICT,502,DOF,FORD,50,100,0.0,50.0,Paid,2018-01-09 00:00:00,VIOL,,5200299510,830,"1200 s clinton st, chicago, il",41.86703975639898,-87.64077823425968
1939,1939,68950146,2017-12-16 12:49:00,4715 S PRAIRIE,40a83b2a8c8d532ebc40a1b45c735e5f6413c2106430ce74604af990862e1fc6,IL,PAS,606172722.0,0976160B,EXPIRED PLATE OR TEMPORARY REGISTRATION,2,CPD,LINC,60,120,120.0,0.0,Notice,2018-01-03 00:00:00,SEIZ,,5208021890,17867,"4700 s prairie, chicago, il",41.80878936663973,-87.61953319507786
1940,1940,9192698777,2017-12-16 12:49:00,6741 S CAMPBELL AVE,6a65021e3bf552a9bacab0cd0df9253dae87369ed85c7036be1ba0677f1124dc,IL,PAS,606322543.0,0964090E,RESIDENTIAL PERMIT PARKING,498,DOF,HOND,75,150,0.0,75.0,Paid,2018-01-29 00:00:00,DETR,,5207409920,813,"6700 s campbell ave, chicago, il",41.77069258673322,-87.68582118065113
1941,1941,9192713476,2017-12-16 12:49:00,3159 W LINCOLN,cdcc1635fa99073ed388dd25c34a19cb49955d48c4d5bf186298932b838186bb,IL,PAS,606135703.0,0964190A,EXP. METER NON-CENTRAL BUSINESS DISTRICT,502,DOF,FORD,50,100,0.0,50.0,Paid,2018-01-23 00:00:00,VIOL,,5208363330,1579,"3100 w lincoln, chicago, il",41.506429057878364,-87.5396185862132
1942,1942,9192713941,2017-12-16 12:49:00,443 N STATE ST,3436fde4a4e118c9c3f104e325293b74e7f1e57d8a2015238ab683c9455c071d,IL,PAS,605276684.0,0976160B,EXPIRED PLATE OR TEMPORARY REGISTRATION,502,DOF,MERZ,60,120,0.0,60.0,Paid,2018-01-10 00:00:00,VIOL,,5138786850,1577,"400 n state st, chicago, il",41.8902696018066,-87.62796815792652
1943,1943,9192724448,2017-12-16 12:51:00,3317 N CLARK ST,5b40c20be163ede8e6bc8bf3ce33bbd9976141f667ef7c320b953ecb492bf52a,IL,PAS,605648430.0,0976160B,EXPIRED PLATE OR TEMPORARY REGISTRATION,498,DOF,HOND,60,120,0.0,0.0,Dismissed,2018-03-16 00:00:00,,Not Liable,5210027570,812,"3300 n clark st, chicago, il",41.94225736708628,-87.65245578279928
1944,1944,9192713477,2017-12-16 12:51:00,3157 N LINCOLN AV,3901f0d59130fb47f591ae19201896f46bb09e9166ce66b471bb6766696dedcb,IL,PAS,60614.0,0976160B,EXPIRED PLATE OR TEMPORARY REGISTRATION,502,DOF,HYUN,60,120,120.0,0.0,Notice,2017-12-21 00:00:00,FINL,,5210025440,1579,"3100 n lincoln av, chicago, il",41.93939649416056,-87.66814593802567
1945,1945,9192729809,2017-12-16 12:51:00,2538 S TRUMBULL,b545cfb3ecf18f480260fcebe47638c2550c0344c0bbfff5271c927bf4f84da5,IL,PAS,608042860.0,0964090E,RESIDENTIAL PERMIT PARKING,498,DOF,JEEP,75,150,0.0,75.0,Paid,2018-01-20 00:00:00,VIOL,,5202217970,820,"2500 s trumbull, chicago, il",41.845085245628724,-87.71118591038125
1946,1946,9192714838,2017-12-16 12:51:00,7517 S INDIANA,694a4e34fe6d87749522e1d456597ffe4943df0cbdf983d0695f3f537917f43d,IL,PAS,606190000.0,0964090E,RESIDENTIAL PERMIT PARKING,498,DOF,NISS,75,150,0.0,150.0,Paid,2018-05-02 00:00:00,FINL,,5062686290,125,"7500 s indiana, chicago, il",41.75797992692668,-87.61984474874569
1947,1947,9192092339,2017-12-16 12:51:00,2152 W CERMAK RD,91d8b8d4ed01f2454dd313deda19e3b59a5dcb92b52a5d79e837ee6af51907a8,IL,PAS,606084006.0,0964190A,EXP. METER NON-CENTRAL BUSINESS DISTRICT,729,Miscellaneous,FORD,50,100,0.0,50.0,Paid,2018-02-20 00:00:00,DETR,,5179993320,1459,"2100 w cermak rd, chicago, il",41.852124511541206,-87.6803985
1948,1948,9192698778,2017-12-16 12:51:00,6744 S CAMPBELL AVE,cfc94aa6bba2d879086071e4c5b6cd02a682766f0fb2f12256ad882dfd217d7d,IN,PAS,,0964090E,RESIDENTIAL PERMIT PARKING,498,DOF,MERC,75,150,0.0,0.0,Dismissed,2018-03-04 00:00:00,,,0,813,"6700 s campbell ave, chicago, il",41.770601413266775,-87.68589582656222
1949,1949,9192708644,2017-12-16 12:51:00,1226 S CLINTON ST,82795f8b41e86ed4f7a8697e3850f3824f343fb8ec16b5357d12a7eb272bf3da,IL,PAS,606407050.0,0964190A,EXP. METER NON-CENTRAL BUSINESS DISTRICT,502,DOF,CHEV,50,100,0.0,100.0,Paid,2018-04-05 00:00:00,FINL,,5203623250,830,"1200 s clinton st, chicago, il",41.866609499999996,-87.64075679569856
1950,1950,9192725053,2017-12-16 12:52:00,1334 N HERMITAGE,9f58b6e951e2c2b754cddc3a5805daf8685761817397724d99a5925f49100207,IL,PAS,600052136.0,0964190A,EXP. METER NON-CENTRAL BUSINESS DISTRICT,502,DOF,FORD,50,100,0.0,0.0,Dismissed,2018-03-15 00:00:00,,Not Liable,5200146850,1630,"1300 n hermitage, chicago, il",41.90598969265381,-87.67068062295392
1951,1951,9192713478,2017-12-16 12:53:00,3141 N LINCOLN AV,cf0624b9f6cdc38692eecbae62b616edc91f6da640ce7faa4abe0fc97ff3a841,IL,PAS,605529766.0,0964190A,EXP. METER NON-CENTRAL BUSINESS DISTRICT,502,DOF,CHEV,50,100,0.0,50.0,Paid,2018-01-29 00:00:00,DETR,,5199522380,1579,"3100 n lincoln av, chicago, il",41.93902927556655,-87.66763369635167
1952,1952,9192724449,2017-12-16 12:53:00,3341 N CLARK ST,90540ba68d1c1ae8381b8aaa3fe877f80c836005420a8aa22f1de8e7cf8dffd6,IL,PAS,60657.0,0964125B,"NO CITY STICKER VEHICLE UNDER/EQUAL TO 16,000 LBS.",498,DOF,DODG,200,400,0.0,200.0,Paid,2018-01-20 00:00:00,VIOL,,5207534820,812,"3300 n clark st, chicago, il",41.942833029430375,-87.65294311668318
1953,1953,9192600160,2017-12-16 12:53:00,59 W WALTON ST,f1495712cec3cb2b38decaec7bcccd9899360941bb5189e185498bdda71567f5,IL,PAS,600934140.0,0976160B,EXPIRED PLATE OR TEMPORARY REGISTRATION,498,DOF,HOND,60,120,0.0,60.0,Paid,2018-04-16 00:00:00,DETR,Liable,5210066990,814,"1 w walton st, chicago, il",41.8997264938978,-87.63035704815967
1954,1954,68814621,2017-12-16 12:53:00,3650 N CLARK,943485ba3c934ed36773300c18de8e7c29f70464c9bee8db4257a1e424c46e4f,IL,APP,,0964150B,PARKING/STANDING PROHIBITED ANYTIME,19,CPD,INTL,75,150,75.0,0.0,Define,2017-12-29 00:00:00,,,0,6511,"3600 n clark, chicago, il",41.948498693577335,-87.65757645700829
1955,1955,9192725054,2017-12-16 12:53:00,1334 N HERMITAGE,9f58b6e951e2c2b754cddc3a5805daf8685761817397724d99a5925f49100207,IL,PAS,600052136.0,0964125B,"NO CITY STICKER VEHICLE UNDER/EQUAL TO 16,000 LBS.",502,DOF,FORD,200,400,0.0,0.0,Dismissed,2018-03-15 00:00:00,,Not Liable,5200146850,1630,"1300 n hermitage, chicago, il",41.90598969265381,-87.67068062295392
1956,1956,9192698779,2017-12-16 12:53:00,6738 S CAMPBELL AVE,eeb6b36a6b9ad1b921fbdd8ad42ada0296e196df7b3ea596e0c980a2b72d0cda,TX,PAS,,0964090E,RESIDENTIAL PERMIT PARKING,498,DOF,CHEV,75,150,75.0,0.0,Define,2017-12-18 00:00:00,,,0,813,"6700 s campbell ave, chicago, il",41.770773303912534,-87.68589582656222
1957,1957,9192725255,2017-12-16 12:53:00,1401 N WIELAND,ce591c930fe64e5bf18f81f21798ccceacbeb72520a4a12ce5b2c68fb5a2e059,IL,PAS,604531623.0,0964090E,RESIDENTIAL PERMIT PARKING,502,DOF,DODG,75,150,0.0,75.0,Paid,2018-02-18 00:00:00,DETR,,5200044500,1624,"1400 n wieland, chicago, il",41.907906838190314,-87.6355635607653
1958,1958,9192713942,2017-12-16 12:54:00,22 W ILLINOIS ST,340ce55a76856b854ee2f2f85c14e572487b775933c3ee36a59cb65591a6a51f,IL,PAS,60612.0,0964190B,EXPIRED METER CENTRAL BUSINESS DISTRICT,502,DOF,TOYT,65,130,0.0,65.0,Paid,2018-01-05 00:00:00,VIOL,,5209097050,1577,"1 w illinois st, chicago, il",41.89092796708704,-87.62892253291295
1959,1959,9192708645,2017-12-16 12:54:00,1300 S CLINTON ST,ca9701cf0d5875aa1cc4e8e941e154eb3c28426533d8e0f4dc0bfe757c6ddb1f,IL,PAS,605053151.0,0976160A,MISSING/NONCOMPLIANT FRONT AND/OR REAR PLATE,502,DOF,CHEV,60,120,120.0,0.0,Notice,2018-02-02 00:00:00,SEIZ,,5204409220,830,"1300 s clinton st, chicago, il",41.864789949001526,-87.64067296485908
1960,1960,68808937,2017-12-16 12:54:00,2901 N ASHLAND,91f0bf17db3a169564ed83a615f67ef44880d5cbfee182e458a1a750fa5a21e4,IL,PAS,605272461.0,0976160B,EXPIRED PLATE OR TEMPORARY REGISTRATION,19,CPD,FORD,60,120,0.0,60.0,Paid,2018-02-20 00:00:00,DETR,,5185633320,3774,"2900 n ashland, chicago, il",41.93435728282071,-87.66843160404548
1961,1961,9192729810,2017-12-16 12:54:00,3405 W 26TH ST,39ebb3c9aced64bdd7f2cc437ae99bb39a82691c0202de371a2676db74fc8dfa,IL,PAS,60653.0,0964140B,PARK OR STAND IN BUS/TAXI/CARRIAGE STAND,498,DOF,NISS,100,200,0.0,100.0,Paid,2018-02-21 00:00:00,,,5062997910,820,"3400 w 26th st, chicago, il",41.84438506688745,-87.71011494444237
1962,1962,9192714839,2017-12-16 12:54:00,96 E 76TH ST,603e09c12c607a2ecfdc8062d4120edd10b2f5499d76fb4cc5d7a8ec73f9e04d,IL,,,0976160A,MISSING/NONCOMPLIANT FRONT AND/OR REAR PLATE,498,DOF,DODG,60,120,60.0,0.0,Define,2017-12-18 00:00:00,,,0,125,"1 e 76th st, chicago, il",41.75653909597217,-87.62160779553398
1963,1963,68761670,2017-12-16 12:55:00,131 E OAK,9a4e4783772ae73452c037fd953ec3a50f1b1cee8a807edd75ba98c1474722a1,IL,TRK,,0964150B,PARKING/STANDING PROHIBITED ANYTIME,18,CPD,MERZ,75,150,75.0,0.0,Define,2018-01-03 00:00:00,,,0,19159,"100 e oak, chicago, il",41.90074734430999,-87.6247095751657
1964,1964,9192698780,2017-12-16 12:55:00,6721 S CAMPBELL AVE,e459b789ebad231322bfaf2a5cec0ee96619e75e634903a9048dc6bc7fe07c54,IL,PAS,606291320.0,0964090E,RESIDENTIAL PERMIT PARKING,498,DOF,BUIC,75,150,150.0,0.0,Notice,2017-12-21 00:00:00,FINL,,5188411780,813,"6700 s campbell ave, chicago, il",41.77125869608747,-87.68583370618636
1965,1965,9192725256,2017-12-16 12:55:00,1508 N WIELAND,041310973a8e1c0f1ad2cc8aab7d5280a45b8159f7e7e81dc224d1cb7f2ebcd1,IL,PAS,608276307.0,0964090E,RESIDENTIAL PERMIT PARKING,502,DOF,KIA,75,150,150.0,0.0,Notice,2017-12-21 00:00:00,SEIZ,,5201777620,1624,"1500 n wieland, chicago, il",41.9096329103526,-87.63569737373751
1966,1966,9192724450,2017-12-16 12:55:00,3341 N CLARK ST,fb0ac44677c449512516854f32cc3549ea2c2093b31eb926400c5ef3fb7436eb,IL,PAS,600911931.0,0964190A,EXP. METER NON-CENTRAL BUSINESS DISTRICT,498,DOF,AUDI,50,100,100.0,0.0,Notice,2017-12-21 00:00:00,FINL,,5210027580,812,"3300 n clark st, chicago, il",41.942833029430375,-87.65294311668318
1967,1967,9192715892,2017-12-16 12:55:00,1235 N CLARK ST,751402dd2a742156937e45b0f2534ff04a11c7ce8f87c7493127ee1ae37da4a1,IL,PAS,606402225.0,0964190A,EXP. METER NON-CENTRAL BUSINESS DISTRICT,502,DOF,HOND,50,100,100.0,0.0,Notice,2017-12-21 00:00:00,FINL,,5172169340,1596,"1200 n clark st, chicago, il",41.90458101311146,-87.63142714598638
1968,1968,9192714840,2017-12-16 12:55:00,96 E 76TH ST,603e09c12c607a2ecfdc8062d4120edd10b2f5499d76fb4cc5d7a8ec73f9e04d,IL,,,0976160B,EXPIRED PLATE OR TEMPORARY REGISTRATION,498,DOF,DODG,60,120,60.0,0.0,Define,2017-12-18 00:00:00,,,0,125,"1 e 76th st, chicago, il",41.75653909597217,-87.62160779553398
1969,1969,9192708646,2017-12-16 12:55:00,1300 S CLINTON ST,ca9701cf0d5875aa1cc4e8e941e154eb3c28426533d8e0f4dc0bfe757c6ddb1f,IL,PAS,605053151.0,0964100A,WITHIN 15' OF FIRE HYDRANT,502,DOF,CHEV,150,300,300.0,0.0,Notice,2018-02-02 00:00:00,SEIZ,,5204409220,830,"1300 s clinton st, chicago, il",41.864789949001526,-87.64067296485908
1970,1970,68930728,2017-12-16 12:56:00,9011 S BISHOP,d11321a56544880bd989690c29aa26e70720d7988bd9748dfbd716fe213d562a,IL,PAS,606204905.0,0964125B,"NO CITY STICKER VEHICLE UNDER/EQUAL TO 16,000 LBS.",22,CPD,GMC,200,400,400.0,0.0,Notice,2018-01-03 00:00:00,SEIZ,,5208089430,8101,"9000 s bishop, chicago, il",41.72995017346645,-87.65920368065113
1971,1971,68930727,2017-12-16 12:56:00,9011 S BISHOP,d11321a56544880bd989690c29aa26e70720d7988bd9748dfbd716fe213d562a,IL,PAS,606204905.0,0976160B,EXPIRED PLATE OR TEMPORARY REGISTRATION,22,CPD,GMC,60,120,120.0,0.0,Notice,2018-01-03 00:00:00,SEIZ,,5208089430,8101,"9000 s bishop, chicago, il",41.72995017346645,-87.65920368065113
1972,1972,9192713943,2017-12-16 12:56:00,24 W ILLINOIS ST,aa15a0189299f82fc102d21014542498db8b7e548e86888c5b13f4a295059e70,IL,PAS,606323627.0,0976160B,EXPIRED PLATE OR TEMPORARY REGISTRATION,502,DOF,ROV,60,120,0.0,120.0,Paid,2018-03-04 00:00:00,FINL,,5169393660,1577,"1 w illinois st, chicago, il",41.890926837245914,-87.62907756775316
1973,1973,9192714841,2017-12-16 12:57:00,7354 S MICHIGAN AVE,1245fb00f7a9f378129f1ea35e782a5f7bc9d9369b9553e2149da8e951989e76,IL,PAS,606191619.0,0964125B,"NO CITY STICKER VEHICLE UNDER/EQUAL TO 16,000 LBS.",498,DOF,VOLK,200,400,0.0,0.0,Dismissed,2018-02-28 00:00:00,VIOL,Not Liable,5184831750,125,"7300 s michigan ave, chicago, il",41.76031454954125,-87.621604823244
1974,1974,9192708647,2017-12-16 12:57:00,1226 S CLINTON ST,858255d8138a1dd381217921c2cf3af94c2c957536efc69ddb5a3380b2d01492,MI,PAS,90278.0,0964190A,EXP. METER NON-CENTRAL BUSINESS DISTRICT,502,DOF,FORD,50,100,0.0,50.0,Paid,2018-02-10 00:00:00,VIOL,,5210558170,830,"1200 s clinton st, chicago, il",41.866609499999996,-87.64075679569856
1975,1975,9192092340,2017-12-16 12:58:00,2044 W CERMAK RD,1295b306cbb242a93dc4082df403bad69fbbba61b376e77378f66e1e9bd6da8b,IL,PAS,606426454.0,0964190A,EXP. METER NON-CENTRAL BUSINESS DISTRICT,729,Miscellaneous,MERZ,50,100,100.0,0.0,Notice,2017-12-21 00:00:00,FINL,,5210014830,1459,"2000 w cermak rd, chicago, il",41.85223478324485,-87.67710439654196
