Unnamed: 0,ticket_number,violation_location,license_plate_number,license_plate_state,license_plate_type,zipcode,violation_code,violation_description,unit,unit_description,vehicle_make,fine_level1_amount,fine_level2_amount,current_amount_due,total_payments,ticket_queue,ticket_queue_date,notice_level,hearing_disposition,notice_number,officer,address,issue_date,hour
6820560,68930520,10322 S ST LOUIS,91d95df33a95b8be4b357d19735c342542872f242cb8f07479428850d3f665e0,IL,PAS,606303025,0964100C,BLOCK ACCESS/ALLEY/DRIVEWAY/FIRELANE,22.0,CPD,CHEV,150,300,0.0,150.0,Paid,2018-01-13 00:00:00,VIOL,,5210452530,16184,"10300 s st louis, chicago, il",2015-01-01 00:01:00,0
6820561,9192737683,211 N COLUMBUS (UL) DR,c4a3f40859c7e5a70ee47903be4c6446f455350ea90d89183c9455c241924d78,IL,PAS,,0964190B,EXPIRED METER CENTRAL BUSINESS DISTRICT,502.0,DOF,HYUN,65,130,65.0,0.0,Define,2017-12-27 00:00:00,,,0,1643,"200 n columbus (ul) dr, chicago, il",2015-01-01 00:02:00,0
6820562,68786865,1400 N KILDARE,01aa97eef344b65809aca568e15ea0621fb8d8fc54bf1feef7ccacbffc192594,IL,PAS,606511716,0964100A,WITHIN 15' OF FIRE HYDRANT,25.0,CPD,PONT,150,300,300.0,0.0,Notice,2018-01-03 00:00:00,SEIZ,,5195829440,10383,"1400 n kildare, chicago, il",2015-01-01 00:02:00,0
6820563,68919486,6621 S PAULINA,047a210a9f991fa21564ab564f8cc8861f69141616a6d1deea146022af67e2e7,IN,TMP,,0976160B,EXPIRED PLATE OR TEMPORARY REGISTRATION,7.0,CPD,DODG,60,120,0.0,0.0,Dismissed,2018-04-01 00:00:00,,,0,19170,"6600 s paulina, chicago, il",2015-01-01 00:04:00,0
6820564,9192737684,211 N COLUMBUS (UL) DR,3614c62ccf00bb2f5a715f59357705b60c14f2bd5edba05bf089c18cf9e5662d,IL,PAS,604317501,0964190B,EXPIRED METER CENTRAL BUSINESS DISTRICT,502.0,DOF,HOND,65,130,0.0,65.0,Paid,2018-01-03 00:00:00,,,0,1643,"200 n columbus (ul) dr, chicago, il",2015-01-01 00:05:00,0
6820565,68919487,6621 S PAULINA,047a210a9f991fa21564ab564f8cc8861f69141616a6d1deea146022af67e2e7,IN,TMP,,0964125B,"NO CITY STICKER VEHICLE UNDER/EQUAL TO 16,000 LBS.",7.0,CPD,DODG,200,400,0.0,0.0,Dismissed,2018-04-01 00:00:00,,,0,19170,"6600 s paulina, chicago, il",2015-01-01 00:05:00,0
6820566,68742891,13000 S TORRENCE,e8de82f3b40926b8a48d3809aa933309a258fbc08a52a19dbd590752e5bb8bba,IL,PAS,606332006,0976160B,EXPIRED PLATE OR TEMPORARY REGISTRATION,4.0,CPD,HUMM,60,120,0.0,120.0,Paid,2018-03-13 00:00:00,FINL,,5155015060,13159,"13000 s torrence, chicago, il",2015-01-01 00:09:00,0
6820567,68825208,4649 W WAVELAND,14ce91cd8119b43062d910c3f0f5e597237adc05ebbb65884ae29da000230772,IL,PAS,60154,0964110C,PARK OR STAND ON CROSSWALK,17.0,CPD,DODG,60,120,0.0,60.0,Paid,2018-02-07 00:00:00,VIOL,,5210406650,11440,"4600 w waveland, chicago, il",2015-01-01 00:10:00,0
6820568,9192743242,211 N COLUMBUS (UL) DR,21375914489bf2b7376979f34c2ac9d390a0c2c9eb4329df8cf2601046bf4f42,IL,PAS,60615,0964190B,EXPIRED METER CENTRAL BUSINESS DISTRICT,502.0,DOF,TOYT,65,130,0.0,65.0,Paid,2018-03-03 00:00:00,DETR,,5210277270,1535,"200 n columbus (ul) dr, chicago, il",2015-01-01 00:10:00,0
6820569,68656700,3501 W 30 STREET,e7226bb95f53884aee33dbca79b1b2de8ad7ffbfa93d4a51b0abb5e9574f90f7,IL,PAS,60632,0964150B,PARKING/STANDING PROHIBITED ANYTIME,10.0,CPD,CHEV,75,150,150.0,0.0,Notice,2018-01-03 00:00:00,FINL,,5208261590,15799,"3500 w 00 street, chicago, il",2015-01-01 00:13:00,0
6820570,68824676,4932 N KENTUCKY,c0a84fe547f89bd339905435a929b29fbe0deca47c594024aa48c171e8c0b609,IL,PAS,606255671,0964100A,WITHIN 15' OF FIRE HYDRANT,17.0,CPD,ACUR,150,300,300.0,0.0,Notice,2018-01-25 00:00:00,FINL,,5198111100,14021,"4900 n kentucky, chicago, il",2015-01-01 00:18:00,0
6820571,9192743243,215 N COLUMBUS (UL) DR,44b11df584bc29585fba021ef9c3710c6d2c908134cad10a0fffd648480b0435,IL,PAS,606233517,0964080B,NO STANDING/PARKING TIME RESTRICTED,502.0,DOF,HOND,100,200,0.0,100.0,Paid,2018-02-04 00:00:00,VIOL,,5154411380,1535,"200 n columbus (ul) dr, chicago, il",2015-01-01 00:20:00,0
6820572,69074515,579 S COLUMBUS,f95c6b14368becc5603652baba38799b29380e52ed026c2d3180b356df6e403f,IL,PAS,604631355,0964080B,NO STANDING/PARKING TIME RESTRICTED,495.0,Miscellaneous,HYUN,100,200,0.0,100.0,Paid,2018-03-06 00:00:00,DETR,,5210224560,384,"500 s columbus, chicago, il",2015-01-01 00:21:00,0
6820573,68656701,2801 S ST LOUIS,22450f1c43cdfcb959c077ffb32cbd42200e516116a592fbb676019f56099928,IL,PAS,61102,0964150B,PARKING/STANDING PROHIBITED ANYTIME,10.0,CPD,MAZD,75,150,150.0,0.0,Notice,2018-01-03 00:00:00,SEIZ,,5209824090,15799,"2800 s st louis, chicago, il",2015-01-01 00:23:00,0
6820574,68819064,4858 N SPRINGFIELD,531df9aaee9054ca1b166f8e278999fdfcaf727a975f37ae2b65f9d9366204a8,IL,PAS,606256213,0964125B,"NO CITY STICKER VEHICLE UNDER/EQUAL TO 16,000 LBS.",17.0,CPD,NISS,200,400,0.0,200.0,Paid,2018-02-26 00:00:00,DETR,,5210209530,4816,"4800 n springfield, chicago, il",2015-01-01 00:23:00,0
6820575,68967489,4943 W JACKSON,f022b8920291b34af28079c0287c8e72128f8636c76f5fa55c86fff860ee269f,IL,PAS,60624,0964110A,DOUBLE PARKING OR STANDING,15.0,CPD,BUIC,100,200,0.0,100.0,Paid,2018-01-29 00:00:00,VIOL,,5207728610,4802,"4900 w jackson, chicago, il",2015-01-01 00:27:00,0
6820576,68725295,120 E 99TH PL,3edb4798e0ccfa344bf5b93dc936c0f1e2b551a41e36ebd1c018f0593e0ee1b5,IL,PAS,606193811,0964150B,PARKING/STANDING PROHIBITED ANYTIME,5.0,CPD,MERC,75,150,150.0,0.0,Notice,2018-02-05 00:00:00,SEIZ,Liable,5054406760,19424,"100 e 99th pl, chicago, il",2015-01-01 00:27:00,0
6820577,68653209,4301 W 21ST ST,e75d831a4c852dad4bcacdb237bbb66e7bb5518630970594779ce693009d71b3,IL,PAS,60637,0964125B,"NO CITY STICKER VEHICLE UNDER/EQUAL TO 16,000 LBS.",10.0,CPD,JEEP,200,400,400.0,0.0,Notice,2018-01-03 00:00:00,FINL,,5210337720,16424,"4300 w 21st st, chicago, il",2015-01-01 00:28:00,0
6820578,68801601,2400 N LAKEVIEW AV,7f8314906074ce019fb0782fa9528d44d343bd55374aa7f0628a764a432fe0bb,IL,PAS,606186123,0964080B,NO STANDING/PARKING TIME RESTRICTED,19.0,CPD,CHRY,100,200,0.0,100.0,Paid,2018-02-14 00:00:00,DETR,,5186413410,11713,"2400 n lakeview av, chicago, il",2015-01-01 00:29:00,0
6820579,68653211,4235 W 21ST ST,dc98f3404211adb281841a0bfd3378e4259dbd426e54c82253561730f03f6cb8,IL,PAS,606232742,0964125B,"NO CITY STICKER VEHICLE UNDER/EQUAL TO 16,000 LBS.",10.0,CPD,CHEV,200,400,400.0,0.0,Notice,2018-01-03 00:00:00,SEIZ,,5186786740,16424,"4200 w 21st st, chicago, il",2015-01-01 00:30:00,0
6820580,68653212,4227 W 21ST ST,080117bbd2a8f73fb406ec4959f17e1a343c0e5d0a3e68efa7e7b7acec67cd67,IL,PAS,60623,0964125B,"NO CITY STICKER VEHICLE UNDER/EQUAL TO 16,000 LBS.",10.0,CPD,CHEV,200,400,400.0,0.0,Notice,2018-01-03 00:00:00,SEIZ,,5208527760,16424,"4200 w 21st st, chicago, il",2015-01-01 00:30:00,0
6820581,68653213,4219 W 21ST ST,541236cbdd478760efd27a3a48b1a992454fdefaa351060f8b686f03e173b772,IL,PAS,60623,0964125B,"NO CITY STICKER VEHICLE UNDER/EQUAL TO 16,000 LBS.",10.0,CPD,HOND,200,400,400.0,0.0,Notice,2018-01-03 00:00:00,SEIZ,,5205515080,16424,"4200 w 21st st, chicago, il",2015-01-01 00:33:00,0
6820582,69219616,6208 N HOYNE,bb5aee8ea6eed7cef7a62813fc1f42d057f03cacd0932418bcc83d132c922d51,IL,PAS,60641,0964050J,DISABLED PARKING ZONE,24.0,CPD,TOYT,250,500,500.0,0.0,Notice,2018-01-11 00:00:00,FINL,,5209239820,17136,"6200 n hoyne, chicago, il",2015-01-01 00:35:00,0
6820583,68947251,5430 S CALUMET,2675b25d9be6928a6d0f5ef70fa76282a37816fd51ec6875b4117a62aaa46c1b,IL,TMP,60615,0976160B,EXPIRED PLATE OR TEMPORARY REGISTRATION,2.0,CPD,CHRY,60,120,120.0,0.0,Notice,2018-01-10 00:00:00,SEIZ,,5208069700,13080,"5400 s calumet, chicago, il",2015-01-01 00:36:00,0
6820584,9192744676,1971 W OGDEN AV,df79b8574d09e99c1d8ae8549cdc3829a2786457915cbc9851331988486674c5,IL,PAS,61101,0964080B,NO STANDING/PARKING TIME RESTRICTED,502.0,DOF,CHEV,100,200,0.0,100.0,Paid,2018-01-26 00:00:00,VIOL,,5210277330,1627,"1900 w ogden av, chicago, il",2015-01-01 00:36:00,0
6820585,9192744677,1975 W OGDEN AV,e08d39731770261e81c48dbc902e4a84d45fc9cb39a0e54c125d515fb1787e23,IL,PAS,606603756,0964080B,NO STANDING/PARKING TIME RESTRICTED,502.0,DOF,SUBA,100,200,0.0,100.0,Paid,2018-02-16 00:00:00,DETR,,5209876660,1627,"1900 w ogden av, chicago, il",2015-01-01 00:38:00,0
6820586,68663004,1918 W MORSE,2179fb00bfcc8966c224bf3d592a0d2d4ff9e9c7f76126d2f45a16596d80d207,IL,PAS,606263126,0964130A,PARK ALLEY,24.0,CPD,HYUN,150,300,-25.0,175.0,Paid,2018-03-13 00:00:00,DETR,,5207893200,11795,"1900 w morse, chicago, il",2015-01-01 00:39:00,0
6820587,68653214,4200 W 21ST ST,ba9072c82978e2ffc5c899583d6475ffba586baa60ad6edc0e7315ebf3bb180c,IL,PAS,60623,0964125B,"NO CITY STICKER VEHICLE UNDER/EQUAL TO 16,000 LBS.",10.0,CPD,NISS,200,400,400.0,0.0,Notice,2018-01-03 00:00:00,FINL,,5209087580,16424,"4200 w 21st st, chicago, il",2015-01-01 00:40:00,0
6820588,9192737685,1966 W OGDEN AV,468ff969f5a1d477d5f3888e3d91ed9f3453f73594c366a3c19cc0cd603464d9,IL,PAS,60653,0964150B,PARKING/STANDING PROHIBITED ANYTIME,502.0,DOF,VOLK,75,150,0.0,75.0,Paid,2018-02-27 00:00:00,DETR,,5210277170,1643,"1900 w ogden av, chicago, il",2015-01-01 00:40:00,0
6820589,9192741725,1966 W OGDEN AV,d5a69ba447e584c815c4b65d1598ee3be794b68f38ad1e2cd5216f032ade83fc,IL,PAS,60612,0964080B,NO STANDING/PARKING TIME RESTRICTED,502.0,DOF,CHEV,100,200,200.0,0.0,Notice,2018-01-29 00:00:00,FINL,Liable,5211793570,1639,"1900 w ogden av, chicago, il",2015-01-01 00:41:00,0
6820590,68645988,3400 W ROOSEVELT,c701cfe3b06c1a18168f72e32b620ad742f292973a4e16983cd458b3f475f19c,IL,PAS,60637,0964100A,WITHIN 15' OF FIRE HYDRANT,10.0,CPD,CHEV,150,300,366.0,0.0,Notice,2018-01-10 00:00:00,SEIZ,,5086655800,19826,"3400 w roosevelt, chicago, il",2015-01-01 00:43:00,0
6820591,68798721,12500 S STATE ST,3245917fed4abd7e19b757018fda24ff1fbae422cda286eff1e20c8e8491c32e,IL,PAS,60466,0976160A,MISSING/NONCOMPLIANT FRONT AND/OR REAR PLATE,5.0,CPD,DODG,60,120,120.0,0.0,Notice,2018-01-03 00:00:00,SEIZ,,5209755270,10404,"12500 s state st, chicago, il",2015-01-01 00:44:00,0
6820592,9192744678,1979 W OGDEN AV,cba032e26ac77b72b6d2773fb4336ba940589869590b47c79bbe0f430b88fa0a,IL,PAS,60608,0964080B,NO STANDING/PARKING TIME RESTRICTED,502.0,DOF,FORD,100,200,200.0,0.0,Notice,2018-01-04 00:00:00,SEIZ,,5210295920,1627,"1900 w ogden av, chicago, il",2015-01-01 00:45:00,0
6820593,9192737686,1971 W OGDEN AV,0e8badda6f9273fd74d4980121903a4d9ebef1a799c9a577703b59748c8ab889,IL,PAS,606472721,0964150B,PARKING/STANDING PROHIBITED ANYTIME,502.0,DOF,TOYT,75,150,0.0,75.0,Paid,2018-02-28 00:00:00,DETR,,5210277180,1643,"1900 w ogden av, chicago, il",2015-01-01 00:46:00,0
6820594,9192743244,2015 W OGDEN AVE,48d840d4e1841a4a7455371e109919a68b019890075ec777c537d4b7fb043634,IL,PAS,605044151,0964080B,NO STANDING/PARKING TIME RESTRICTED,502.0,DOF,CHRY,100,200,244.0,0.0,Notice,2018-01-04 00:00:00,SEIZ,,5060951400,1535,"2000 w ogden ave, chicago, il",2015-01-01 00:46:00,0
6820595,68653215,4137 W 21ST ST,3f8e5d430529e7562b3bf52d428b15abd65ce8959add77e7733bfc1ba69c45fe,IL,PAS,60624,0964125B,"NO CITY STICKER VEHICLE UNDER/EQUAL TO 16,000 LBS.",10.0,CPD,NISS,200,400,400.0,0.0,Notice,2018-01-03 00:00:00,FINL,,5210363450,16424,"4100 w 21st st, chicago, il",2015-01-01 00:46:00,0
6820596,68678996,1658 W 80TH,feb6831cc5e3baa671e9315d9fd1255dc6e3816eaa90f9fe9dfc60e3635c6077,IL,TMP,60620,0976160B,EXPIRED PLATE OR TEMPORARY REGISTRATION,6.0,CPD,HYUN,60,120,120.0,0.0,Notice,2018-01-10 00:00:00,SEIZ,,5207912170,8293,"1600 w 80th, chicago, il",2015-01-01 00:46:00,0
6820597,68653216,4137 W 21ST ST,40d6890095dc5c96230c008db47deb6a9b8006f9f2e716838b3e81fa6b430ceb,IL,PAS,234620000,0964125B,"NO CITY STICKER VEHICLE UNDER/EQUAL TO 16,000 LBS.",10.0,CPD,KIA,200,400,0.0,0.0,Dismissed,2018-01-26 00:00:00,,,5044442070,16424,"4100 w 21st st, chicago, il",2015-01-01 00:48:00,0
6820598,69055369,138 N MASON,43cc98993450ef4fe1a7a2e3f8255b02bd15c8c3fc5345f513a22187d355540a,IL,PAS,,0964090E,RESIDENTIAL PERMIT PARKING,15.0,CPD,FORD,75,150,75.0,0.0,Define,2017-12-28 00:00:00,,,0,15395,"100 n mason, chicago, il",2015-01-01 00:50:00,0
6820599,68685252,8201 S SANGAMON,36d5912dbf705015ce2b86907e67deb69732c7d9c128208623a569b56bb4e255,IL,PAS,604304432,0976160B,EXPIRED PLATE OR TEMPORARY REGISTRATION,6.0,CPD,CHEV,60,120,0.0,0.0,Dismissed,2018-02-15 00:00:00,,Not Liable,5210521570,11534,"8200 s sangamon, chicago, il",2015-01-01 00:50:00,0
6820600,68829802,750 W HARRISON ST,9d51841153776b229ab552e5efb5559b93b2415b66f4a4cd239509a940e4d32c,IL,PAS,604732305,0976050B,TWO HEAD LAMPS REQUIRED VISIBLE 1000',1.0,CPD,AUDI,25,50,0.0,25.0,Paid,2018-02-05 00:00:00,VIOL,,5204606490,12860,"700 w harrison st, chicago, il",2015-01-01 00:50:00,0
6820601,68653217,4123 W 21ST ST,8cb77b0395471b006f8ac00991c764a94df65709beefea98b93b8ae416853416,IL,PAS,60624,0964125B,"NO CITY STICKER VEHICLE UNDER/EQUAL TO 16,000 LBS.",10.0,CPD,SATR,200,400,400.0,0.0,Notice,2018-01-03 00:00:00,FINL,,5205412380,16424,"4100 w 21st st, chicago, il",2015-01-01 00:50:00,0
6820602,69543298,1701 W CHASE,b2ba08907fa5299e65217026e0438f284a20d7e31c535e707f57f5d2f561e838,IL,PAS,606262491,0964150B,PARKING/STANDING PROHIBITED ANYTIME,24.0,CPD,JAGU,75,150,0.0,75.0,Paid,2018-02-13 00:00:00,VIOL,,5204078910,19026,"1700 w chase, chicago, il",2015-01-01 00:51:00,0
6820603,68725553,11944 S STATE,e561bd0d343b31555a30f9fa1e74fa3cc27cd93b873aabfa9fdc67bc5bf5699f,IL,PAS,60473,0976160A,MISSING/NONCOMPLIANT FRONT AND/OR REAR PLATE,5.0,CPD,PONT,60,120,120.0,0.0,Notice,2018-01-03 00:00:00,FINL,,5210364340,4175,"11900 s state, chicago, il",2015-01-01 00:51:00,0
6820604,9192737687,1049 S HERMITAGE AV,85914b23860bcfeb2363a6c113bd587685258851751e2a6549815ab4e35d3d40,IL,PAS,606094222,0964150B,PARKING/STANDING PROHIBITED ANYTIME,502.0,DOF,KIA,75,150,0.0,75.0,Paid,2018-01-27 00:00:00,VIOL,,5199790110,1643,"1000 s hermitage av, chicago, il",2015-01-01 00:51:00,0
6820605,68786866,1701 N KARLOV,77251c8f2749ee4cf798e8bffc8939f04e7d95ab01c16de914a5cc29f3ea78e1,IL,PAS,60639,0964150B,PARKING/STANDING PROHIBITED ANYTIME,25.0,CPD,JEEP,75,150,0.0,75.0,Paid,2018-02-28 00:00:00,DETR,,5210275080,10383,"1700 n karlov, chicago, il",2015-01-01 00:52:00,0
6820606,68798722,11928 S STATE ST,eb753e384ec5bdb8013f852936c3e411ac82924e1b4eeccfa7c8c1c72b47f1d2,IL,PAS,60628,0976160A,MISSING/NONCOMPLIANT FRONT AND/OR REAR PLATE,5.0,CPD,FORD,60,120,0.0,60.0,Paid,2018-03-05 00:00:00,DETR,,5210343310,10404,"11900 s state st, chicago, il",2015-01-01 00:52:00,0
6820607,68653218,4046 W 21ST ST,d79326bd925069f2ebb09dc0b12d15ee81b54ea5318da727c313e05376e22079,IL,TRK,60623,0964125B,"NO CITY STICKER VEHICLE UNDER/EQUAL TO 16,000 LBS.",10.0,CPD,CHEV,200,400,400.0,0.0,Notice,2018-01-03 00:00:00,FINL,,5210337730,16424,"4000 w 21st st, chicago, il",2015-01-01 00:52:00,0
6820608,9192737688,1052 S HERMITAGE AV,f9e482d9c8ecfdb519ddf53c64da75634a9d073d1ab593c70d32114bf415bda6,IL,PAS,606282945,0964190A,EXP. METER NON-CENTRAL BUSINESS DISTRICT,502.0,DOF,NISS,50,100,50.0,0.0,Court,2018-02-01 00:00:00,VIOL,,5210277190,1643,"1000 s hermitage av, chicago, il",2015-01-01 00:52:00,0
6820609,68939450,5221 S HARPER,252143b5fe77a9958b0f4efa6855c14f5e1829684dfb3058ab268ac8e1f91fa3,IL,PAS,605642400,0964150B,PARKING/STANDING PROHIBITED ANYTIME,2.0,CPD,NISS,75,150,0.0,75.0,Paid,2018-04-11 00:00:00,DETR,Liable,5207922600,12594,"5200 s harper, chicago, il",2015-01-01 00:54:00,0
6820610,69111638,2806 W NORTH AVE,956037147a2393e9a2683f0d8a3bd5dd467d2254087367cc7218c3a2d9e6c05f,IL,PAS,606392229,0964140B,PARK OR STAND IN BUS/TAXI/CARRIAGE STAND,14.0,CPD,HOND,100,200,0.0,100.0,Paid,2018-01-29 00:00:00,VIOL,,5210016160,12526,"2800 w north ave, chicago, il",2015-01-01 00:54:00,0
6820611,68653219,4032 W 21ST ST,976e2f48bf71ccec6938d16be3a9a91cb6dcddd0eac2364d5c70c8ad422b5998,IL,PAS,606232766,0964125B,"NO CITY STICKER VEHICLE UNDER/EQUAL TO 16,000 LBS.",10.0,CPD,CHEV,200,400,200.0,0.0,Notice,2018-04-13 00:00:00,DETR,Liable,5210363460,16424,"4000 w 21st st, chicago, il",2015-01-01 00:54:00,0
6820612,9192737689,1052 S HERMITAGE AV,e1743c52617231b1977d11f80c0a91c10f0280e4265393e96afd5f877410734f,IL,PAS,60617,0964190A,EXP. METER NON-CENTRAL BUSINESS DISTRICT,502.0,DOF,MAZD,50,100,100.0,0.0,Notice,2018-01-03 00:00:00,SEIZ,,5210761690,1643,"1000 s hermitage av, chicago, il",2015-01-01 00:55:00,0
6820613,68786867,4130 W CORTLAND,9361ba8302b4ad4c486bac1b4417f3be0da0be8bf18366d3f8d72ec284271c98,IL,PAS,,0964150B,PARKING/STANDING PROHIBITED ANYTIME,25.0,CPD,GMC,75,150,0.0,75.0,Paid,2018-01-15 00:00:00,,,0,10383,"4100 w cortland, chicago, il",2015-01-01 00:55:00,0
6820614,68653220,4026 W 21ST PL,22fcf068b15427f468e84df5026c9dcd6012528c4147da71b487e7457c446830,IL,PAS,60623,0964125B,"NO CITY STICKER VEHICLE UNDER/EQUAL TO 16,000 LBS.",10.0,CPD,CHEV,200,400,0.0,0.0,Dismissed,2018-02-20 00:00:00,VIOL,Not Liable,5210337740,16424,"4000 w 21st pl, chicago, il",2015-01-01 00:55:00,0
6820615,68655778,4008 W 25TH PL,10fea5377a3cf803333bdc64da954da72eab762f79f0db6d58ee95f3c9dba9ab,IL,PAS,606234356,0964100C,BLOCK ACCESS/ALLEY/DRIVEWAY/FIRELANE,10.0,CPD,DODG,150,300,300.0,0.0,Notice,2018-01-03 00:00:00,FINL,,5130097460,15727,"4000 w 25th pl, chicago, il",2015-01-01 00:56:00,0
6820616,68786868,4130 W CORTLAND,0fd0eca0962036b2273c28b55e5b6e882d3bd0a50109333c9ccbc271d078cf23,IL,PAS,,0964150B,PARKING/STANDING PROHIBITED ANYTIME,25.0,CPD,FORD,75,150,75.0,0.0,Define,2018-01-02 00:00:00,,,0,10383,"4100 w cortland, chicago, il",2015-01-01 00:59:00,0
6820617,68653221,4034 W 21ST PL,5ebd24d3162d443807bab5d31558f57ebd7358670206c3398d32523b17691f77,IL,PAS,606244177,0976160B,EXPIRED PLATE OR TEMPORARY REGISTRATION,10.0,CPD,CHEV,60,120,120.0,0.0,Notice,2018-04-06 00:00:00,FINL,,5074719450,16424,"4000 w 21st pl, chicago, il",2015-01-01 01:00:00,1
6820618,68653222,4034 W 21ST PL,5ebd24d3162d443807bab5d31558f57ebd7358670206c3398d32523b17691f77,IL,PAS,606244177,0964100A,WITHIN 15' OF FIRE HYDRANT,10.0,CPD,CHEV,150,300,300.0,0.0,Notice,2018-04-06 00:00:00,FINL,,5074719450,16424,"4000 w 21st pl, chicago, il",2015-01-01 01:00:00,1
6820619,68653223,4034 W 21ST PL,5ebd24d3162d443807bab5d31558f57ebd7358670206c3398d32523b17691f77,IL,PAS,606244177,0964125B,"NO CITY STICKER VEHICLE UNDER/EQUAL TO 16,000 LBS.",10.0,CPD,CHEV,200,400,400.0,0.0,Notice,2018-04-06 00:00:00,FINL,,5074719450,16424,"4000 w 21st pl, chicago, il",2015-01-01 01:00:00,1
6820620,68947051,547 W OAK,c89d37edd210b92c6b7638be007a50690dd1a242da9fe3ac3d0131d4b095e892,IL,PAS,60610,0976160B,EXPIRED PLATE OR TEMPORARY REGISTRATION,2.0,CPD,NISS,60,120,120.0,0.0,Notice,2018-02-01 00:00:00,SEIZ,,5203553860,14340,"500 w oak, chicago, il",2015-01-01 01:01:00,1
6820621,68786869,4130 W CORTLAND,9ea2b236f7a5ce5da65db9edf06861557cf956cbb7e5727e52b5e7f8c16af8ff,IL,PAS,60639,0964150B,PARKING/STANDING PROHIBITED ANYTIME,25.0,CPD,BMW,75,150,150.0,0.0,Notice,2018-01-03 00:00:00,SEIZ,,5209869840,10383,"4100 w cortland, chicago, il",2015-01-01 01:01:00,1
6820622,9192741726,811 S CLAREMONT,da72274967f3f3f595c38a721fa0913160f65c0a685819a29f0d07293eb8c1ce,IL,PAS,60148,0964090E,RESIDENTIAL PERMIT PARKING,502.0,DOF,KIA,75,150,0.0,75.0,Paid,2018-01-03 00:00:00,VIOL,,5044442080,1639,"800 s claremont, chicago, il",2015-01-01 01:02:00,1
6820623,68915112,6723 S WINCHESTER,603e09c12c607a2ecfdc8062d4120edd10b2f5499d76fb4cc5d7a8ec73f9e04d,IL,PAS,,0976160A,MISSING/NONCOMPLIANT FRONT AND/OR REAR PLATE,7.0,CPD,HYUN,60,120,60.0,0.0,Define,2018-01-04 00:00:00,,,0,19208,"6700 s winchester, chicago, il",2015-01-01 01:04:00,1
6820624,68934799,1350 W 97TH PL,9fb5c14a23e60a09c970809e4ef567098c2f7acce795120a01fef9d3c8249828,IL,PAS,608051146,0976160B,EXPIRED PLATE OR TEMPORARY REGISTRATION,22.0,CPD,HOND,60,120,0.0,60.0,Paid,2018-02-13 00:00:00,DETR,,5193564780,7809,"1300 w 97th pl, chicago, il",2015-01-01 01:04:00,1
6820625,68786870,4130 W CORTLAND,9ea2b236f7a5ce5da65db9edf06861557cf956cbb7e5727e52b5e7f8c16af8ff,IL,PAS,60639,0964125B,"NO CITY STICKER VEHICLE UNDER/EQUAL TO 16,000 LBS.",25.0,CPD,BMW,200,400,400.0,0.0,Notice,2018-01-03 00:00:00,SEIZ,,5209869840,10383,"4100 w cortland, chicago, il",2015-01-01 01:04:00,1
6820626,9192741727,827 S CLAREMONT,83b576df5dc4885d9b7a380224ef02c03f96585082637cd8096fbecea007b1cb,IL,PAS,606124237,0976160B,EXPIRED PLATE OR TEMPORARY REGISTRATION,502.0,DOF,JEEP,60,120,60.0,0.0,Define,2017-12-27 00:00:00,,,0,1639,"800 s claremont, chicago, il",2015-01-01 01:05:00,1
6820627,68653224,4056 W 21ST PL,999515d30e7c62d7072ce2b1638435d73a371c7ec8981c40d09badf97f483f81,IL,PAS,601532129,0964125B,"NO CITY STICKER VEHICLE UNDER/EQUAL TO 16,000 LBS.",10.0,CPD,INFI,200,400,400.0,0.0,Notice,2018-01-03 00:00:00,FINL,,5210337750,16424,"4000 w 21st pl, chicago, il",2015-01-01 01:05:00,1
6820628,68813622,4334 N HAZEL,4276470d2f986523bdc74f7b0af8c6ba0d6ca93245ff39d508dd843f7ac05836,IL,PAS,606183821,0964150B,PARKING/STANDING PROHIBITED ANYTIME,19.0,CPD,MERC,75,150,0.0,75.0,Paid,2018-02-12 00:00:00,DETR,,5181322680,12065,"4300 n hazel, chicago, il",2015-01-01 01:06:00,1
6820629,9192741728,941 S CLAREMONT,4f1784d6aa742e6c42c212f6c79a41fa49c3b75a0ad4330b056953c317702939,IL,PAS,606124245,0976160A,MISSING/NONCOMPLIANT FRONT AND/OR REAR PLATE,502.0,DOF,TOYT,60,120,0.0,60.0,Paid,2018-03-06 00:00:00,DETR,,5179870520,1639,"900 s claremont, chicago, il",2015-01-01 01:06:00,1
6820630,68653046,3300 S KOSTNER,7e83628fec1e5c4a273c2cc7ffbaaea04d37fee50e5e9cd19b42d5e8e90117b2,IL,PAS,606444606,0980110B,HAZARDOUS DILAPIDATED VEHICLE,10.0,CPD,KIA,75,150,0.0,0.0,Dismissed,2018-02-23 00:00:00,VIOL,Not Liable,5210337670,17160,"3300 s kostner, chicago, il",2015-01-01 01:06:00,1
6820631,68934800,1320 W 97TH PL,cf9541668aa1129c5bda16de893c2d1ccef055ae36b11b2c01cbde6caa307dfc,IL,PAS,60643,0964125B,"NO CITY STICKER VEHICLE UNDER/EQUAL TO 16,000 LBS.",22.0,CPD,LINC,200,400,400.0,0.0,Notice,2018-01-10 00:00:00,FINL,,5128667530,7809,"1300 w 97th pl, chicago, il",2015-01-01 01:07:00,1
