,Unnamed: 0,ticket_number,issue_date,violation_location,license_plate_number,license_plate_state,license_plate_type,zipcode,violation_code,violation_description,unit,unit_description,vehicle_make,fine_level1_amount,fine_level2_amount,current_amount_due,total_payments,ticket_queue,ticket_queue_date,notice_level,hearing_disposition,notice_number,officer,address,new_zipcodes,latitudes,longitudes
1826,1826,9191835086,2017-06-09 09:21:00,2145 W 33RD ST,cdd44010171bf9bcbb199ce785067ae2fd8bc5d525ea882e57ed658b3a01063a,IL,PAS,606086019.0,0976160F,EXPIRED PLATES OR TEMPORARY REGISTRATION,498,DOF,BUIC,60,120,146.4,0.0,Notice,2017-06-15 00:00:00,SEIZ,,5204886230,139,"2100 w 33rd st, chicago, il",60608,41.833899037487846,-87.67932472981785
1827,1827,9191887912,2017-06-09 09:21:00,1848 N NORDICA,b43371dc46ca1f4a3ae4f60a53305c5e71c0af12e4d915fb17917b07ecf1ddd2,IL,PAS,607073819.0,0964040B,STREET CLEANING,498,DOF,HYUN,60,120,0.0,60.0,Paid,2017-06-22 00:00:00,VIOL,,5128361220,187,"1800 n nordica, chicago, il",60707,41.914025968636395,-87.80228791095816
1828,1828,9191900835,2017-06-09 09:21:00,1130 W FARWELL AVE,00cd03fd3dfc0e7c41f25ed3543997fdc9e317c63ef798bc485804dd9404be32,IL,PAS,60645.0,0964040B,STREET CLEANING,498,DOF,NISS,60,120,0.0,60.0,Paid,2017-11-14 00:00:00,DETR,Liable,5201641340,664,"1100 w farwell ave, chicago, il",60626,42.006843511541206,-87.65931030544174
1829,1829,9191895085,2017-06-09 09:21:00,2943 N PAULINA,e18599eac9724d00089d27930ebed9679c688e419de0b5ad4f316aa1af935dfa,IL,PAS,60657.0,0964040B,STREET CLEANING,498,DOF,TOYT,60,120,0.0,60.0,Paid,2017-06-15 00:00:00,,,5205849350,637,"2900 n paulina, chicago, il",60657,41.935290979292176,-87.67087799162272
1830,1830,9191865750,2017-06-09 09:21:00,1509 W LEMOYNE ST,30d68e6bc3619c4b48b087f89698f8f1763aa95bf69eaf65de9652a2e3dae62f,IL,PAS,60614.0,0964040B,STREET CLEANING,498,DOF,VOLK,60,120,0.0,60.0,Paid,2017-06-30 00:00:00,VIOL,,5186719840,737,"1500 w lemoyne st, chicago, il",60642,41.908792011192915,-87.66566520671574
1831,1831,9191880050,2017-06-09 09:21:00,3127 N HONORE,28484cbecdfa227aa01a44c22f098185c95034855f41508dabb0597682b9e142,IL,PAS,601081226.0,0964040B,STREET CLEANING,498,DOF,AUDI,60,120,0.0,120.0,Paid,2017-09-06 00:00:00,FINL,,5200164750,693,"3100 n honore, chicago, il",60657,41.93863270191585,-87.67422210794061
1832,1832,9191860971,2017-06-09 09:21:00,1625 W HURON,584371ac70b962408fd96d23bff890e3bdb5f22c76b25e59c6921ffe0b86d35b,IL,PAS,606301232.0,0964040B,STREET CLEANING,498,DOF,HYUN,60,120,0.0,60.0,Paid,2017-06-27 00:00:00,VIOL,,5205846860,772,"1600 w huron, chicago, il",60622,41.89421949567217,-87.66827163918865
1833,1833,67717103,2017-06-09 09:21:00,3548 W BELLE PLAINE,4b279fe06796fe2292da7774b9a0d3e3f261fb228adfb38af94a4304a10ca004,IL,PAS,601431750.0,0976160F,EXPIRED PLATES OR TEMPORARY REGISTRATION,498,DOF,DODG,60,120,0.0,146.4,Paid,2017-11-06 00:00:00,SEIZ,,5203885900,714,"3500 w belle plaine, chicago, il",60618,41.955635482110836,-87.71750952844941
1834,1834,9191491046,2017-06-09 09:21:00,1469 E 69TH ST,059cb29c457b33f12897a72861402ddeda0dd990e870f211d1e21a905b89e1c0,IL,PAS,606243931.0,0976160F,EXPIRED PLATES OR TEMPORARY REGISTRATION,498,DOF,CHEV,60,120,0.0,60.0,Paid,2017-08-01 00:00:00,DETR,,5188945780,92,"1400 e 69th st, chicago, il",60637,41.7696414740321,-87.5883777485429
1835,1835,9191865585,2017-06-09 09:22:00,4431 N MARMORA AV,fa85a928cca8021de4b819c75c215c0fe42492f90e6ae43a3784a44816a9d171,IL,PAS,60181.0,0964040B,STREET CLEANING,498,DOF,DODG,60,120,146.4,0.0,Notice,2017-06-15 00:00:00,FINL,,5205846950,610,"4400 n marmora av, chicago, il",60630,41.96131239800334,-87.77455464790256
1836,1836,67930588,2017-06-09 09:22:00,7817 S BISHOP,1c704d9ca99bdb737df5d917e1f2c10abeb9bd8c335b41dc83ca1450fb5d8d2a,IL,PAS,60620.0,0964040B,STREET CLEANING,6,CPD,CHRY,60,120,0.0,60.0,Paid,2017-07-03 00:00:00,VIOL,,5201036710,15876,"7800 s bishop, chicago, il",60620,41.75165775437128,-87.66019264400742
1837,1837,68196027,2017-06-09 09:22:00,7714 S THROOP,53dcb8564517c674130bc39fa75239f9dc7a3d240875d337466b45ece7cfb464,IL,PAS,,0964040B,STREET CLEANING,6,CPD,CHEV,60,120,0.0,60.0,Paid,2017-06-21 00:00:00,,,0,15891,"7700 s throop, chicago, il",60620,41.75380153082879,-87.65549060397728
1838,1838,68001642,2017-06-09 09:22:00,4023 S CAMPBELL,548db69058c4d30828c4833d8d80c5515820b8173a09e8f1fba51ead7b739f3f,IL,PAS,,0964040B,STREET CLEANING,9,CPD,DODG,60,120,0.0,60.0,Paid,2017-06-16 00:00:00,,,0,6827,"4000 s campbell, chicago, il",60632,41.820336146546246,-87.68721520618637
1839,1839,9191900836,2017-06-09 09:22:00,1130 W FARWELL AVE,2d79986c8df4428e8835f1783976e5b9a663b50577929c95362fde2964ffbe9c,TN,PAS,38401.0,0964040B,STREET CLEANING,498,DOF,SATR,60,120,0.0,120.0,Paid,2017-11-19 00:00:00,FINL,Liable,5189314540,664,"1100 w farwell ave, chicago, il",60626,42.006843511541206,-87.65931030544174
1840,1840,9191905688,2017-06-09 09:22:00,228 S JEFFERSON,7c4fb9d9468dd3c44c01e610f6eb71b1fad79e938406be5e97489a6f546cf2de,IL,TRK,60610.0,0964040B,STREET CLEANING,498,DOF,FORD,60,120,0.0,60.0,Paid,2017-07-25 00:00:00,DETR,,5203043350,608,"200 s jefferson, chicago, il",60661,41.878537700622516,-87.64259450321991
1841,1841,9191898618,2017-06-09 09:22:00,858 W SCHUBERT,3c374798fbbd961691eea7cc840d0f9cc9b9102dfbe093356645b7dccdf131ce,IL,PAS,601757655.0,0964150B,PARKING/STANDING PROHIBITED ANYTIME,498,DOF,AUDI,75,150,0.0,75.0,Paid,2017-06-15 00:00:00,,,5193046580,745,"800 w schubert, chicago, il",60614,41.930935308537194,-87.65083690953128
1842,1842,9191823368,2017-06-09 09:22:00,6233 N MAGNOLIA,70b1867a4d25cf972b19620b5d8400e84b3af723f28b21165a40e82f955a0f51,IL,PAS,,0964040B,STREET CLEANING,498,DOF,FORD,60,120,60.0,0.0,Define,2017-06-12 00:00:00,,,0,682,"6200 n magnolia, chicago, il",60660,41.99554811518263,-87.6616830968321
1843,1843,9191887685,2017-06-09 09:22:00,3958 N LAMON,ca38cd0885a8693fbe17327c8907c8dec7af016f36efa607caabb5259124af08,IL,PAS,60657.0,0964040B,STREET CLEANING,498,DOF,CHEV,60,120,0.0,60.0,Paid,2017-08-18 00:00:00,DETR,Liable,5204545770,653,"3900 n lamon, chicago, il",60641,41.95299160298503,-87.7498901896891
1844,1844,9191876092,2017-06-09 09:22:00,3844 W 67TH PL,79d721fcff871c54175909b1c9f2d56f01131542d2dcfdfbb3a0652773f6bf6a,IL,PAS,,0964040B,STREET CLEANING,498,DOF,NISS,60,120,0.0,60.0,Paid,2017-06-13 00:00:00,,,0,616,"3800 w 67th pl, chicago, il",60629,41.77052945325738,-87.71941808381904
1845,1845,9191880051,2017-06-09 09:22:00,1835 W FLETCHER,61508371384e3858cd208cdcaa6d198c5c3a417098a6b7cdb73b2734d4034844,IL,PAS,606572040.0,0964040B,STREET CLEANING,498,DOF,AUDI,60,120,0.0,60.0,Paid,2017-07-10 00:00:00,VIOL,,5183206290,693,"1800 w fletcher, chicago, il",60657,41.938686546742616,-87.67503849708581
1846,1846,9191860972,2017-06-09 09:22:00,1615 W HURON,f77af8ccacde4f93c3d2e4c95d50928a78f908b0cf1f191c6c8fafb372331f26,IL,PAS,,0964040B,STREET CLEANING,498,DOF,VOLK,60,120,0.0,60.0,Paid,2017-06-13 00:00:00,,,0,772,"1600 w huron, chicago, il",60622,41.8942185212074,-87.66792063918865
1847,1847,9191809504,2017-06-09 09:22:00,3341 N SHEFFIELD,3d3dd0996cd1bd371dfce70aa2904c9fbcc235530dbbeb946b1f85fe9ef5a8eb,IL,PAS,60641.0,0964040B,STREET CLEANING,498,DOF,FORD,60,120,0.0,120.0,Paid,2017-09-22 00:00:00,FINL,,5201529890,720,"3300 n sheffield, chicago, il",60657,41.942487785757,-87.65412220059515
1848,1848,9191889476,2017-06-09 09:22:00,4624 N SACRAMENTO,483605b006e26cdb8b6becfc06633813d48ba9ce1096685a21972dc0deb48a1b,IL,PAS,601016503.0,0964040B,STREET CLEANING,498,DOF,NISS,60,120,0.0,120.0,Paid,2017-09-25 00:00:00,FINL,,5185889850,639,"4600 n sacramento, chicago, il",60625,41.96548063604484,-87.70352389112257
1849,1849,67507314,2017-06-09 09:23:00,4218 S EMERALD,ff47e0442486b89615b7272ffa74e2f2b526a99fe16b6df23f4cfa4128fdab9a,IL,PAS,604451594.0,0964040B,STREET CLEANING,498,DOF,NISS,60,120,0.0,60.0,Paid,2017-06-30 00:00:00,,,5177982900,73,"4200 s emerald, chicago, il",60609,41.81700613627447,-87.64455687763267
1850,1850,9191823369,2017-06-09 09:23:00,6223 N MAGNOLIA,65871f7999f2e8d38523b6926dbcfc4fd9413994f21b03ee5a5bf462c6d66017,IL,PAS,606602921.0,0964040B,STREET CLEANING,498,DOF,FORD,60,120,0.0,60.0,Paid,2017-06-26 00:00:00,VIOL,,5181624970,682,"6200 n magnolia, chicago, il",60660,41.99525111518264,-87.6616745935139
1851,1851,9191922702,2017-06-09 09:23:00,4830 N WINTHROP,75eaf37fad6faedb7f94605bee6ddc18a857895f0ee61a19814525b2fc56d096,IL,PAS,606401484.0,0964040B,STREET CLEANING,498,DOF,TOYT,60,120,0.0,60.0,Paid,2017-07-17 00:00:00,VIOL,,5200347590,690,"4800 n winthrop, chicago, il",60640,41.96983884550314,-87.65764886648053
1852,1852,9191909739,2017-06-09 09:23:00,1422 E HYDE PARK BV,28dcdf4070232ff7ed5fdb2d4cbc2bae9beec814bcbe2d800d3c7a179f96aff1,IL,PAS,,0964190A,EXP. METER NON-CENTRAL BUSINESS DISTRICT,498,DOF,FORD,50,100,50.0,0.0,Define,2017-06-12 00:00:00,,,0,761,"1400 e hyde park bv, chicago, il",60615,41.80251119194703,-87.5911222605736
1853,1853,9191913757,2017-06-09 09:23:00,2729 N MILDRED,5fd54452ae7ad222d99d8aace3e7485036e2320ce0fbedf6eb35809489a6e129,IL,PAS,606146234.0,0964040B,STREET CLEANING,498,DOF,TOYT,60,120,0.0,60.0,Paid,2017-06-26 00:00:00,VIOL,,5205852320,129,"2700 n mildred, chicago, il",60614,41.931774618096824,-87.65136459683211
1854,1854,9191900837,2017-06-09 09:23:00,1134 W FARWELL AVE,6f988050d5576a648233cac91d4de67a05814afb907e4c42ab9535d7b86d0cb5,IL,PAS,606187804.0,0964040B,STREET CLEANING,498,DOF,FORD,60,120,0.0,60.0,Paid,2017-06-28 00:00:00,VIOL,,5199975890,664,"1100 w farwell ave, chicago, il",60626,42.00683847157926,-87.65947230544174
1855,1855,9191903902,2017-06-09 09:23:00,5101 W DEMING PLACE,7b793118292f63601945904839b5f8a2b35a6953881770580a33ac869084bb4f,IL,PAS,606392420.0,0964040B,STREET CLEANING,498,DOF,VOLK,60,120,146.4,0.0,Notice,2017-06-15 00:00:00,SEIZ,,5194918280,287,"5100 w deming place, chicago, il",60639,41.926876513994046,-87.75397863918865
1856,1856,9191898619,2017-06-09 09:23:00,2703 N MILDRED,968f8f99d718dc901981aa6fb8806b9b145f1265bf37a810160ce290c248d491,MN,PAS,,0964040B,STREET CLEANING,498,DOF,CHEV,60,120,0.0,0.0,Dismissed,2017-09-03 00:00:00,,,0,745,"2700 n mildred, chicago, il",60614,41.931135618096846,-87.6513346517977
1857,1857,9191890495,2017-06-09 09:23:00,2222 S CHRISTIANA,d59f8a75fe2d922fb42e8002c6879735fcc61fc0596e9f76ce78076b5400eedb,IL,PAS,606233215.0,0964125D,IMPROPER DISPLAY OF CITY STICKER,498,DOF,JEEP,30,60,0.0,30.0,Paid,2017-06-16 00:00:00,,,5165910840,766,"2200 s christiana, chicago, il",60623,41.850998245628716,-87.70890785209744
1858,1858,9191890134,2017-06-09 09:23:00,4542 N ALBANY AVE,8ad28a29acb94239fcd932f3dce9965caedf30331937c31a5ecfa0cf2ccde594,IL,PAS,606254137.0,0964040B,STREET CLEANING,498,DOF,FORD,60,120,146.4,0.0,Notice,2017-06-15 00:00:00,SEIZ,,5191746850,657,"4500 n albany ave, chicago, il",60625,41.96446116180968,-87.7059464392347
1859,1859,9191890752,2017-06-09 09:23:00,1204 W FARWELL AVE,048cc5a066d9a5ba0dae559e4d3ece05d74b19f51bbb15c219345800f334b10d,IL,PAS,600609161.0,0964040B,STREET CLEANING,498,DOF,MINI,60,120,0.0,60.0,Paid,2017-06-30 00:00:00,VIOL,,5170822630,634,"1200 w farwell ave, chicago, il",60626,42.00682714439876,-87.66154786179631
1860,1860,9191889477,2017-06-09 09:23:00,4626 N SACRAMENTO,7231b6f8134cdb2606155403979451e31461896324c0aac34b68c9df96565eeb,IL,TRK,600253907.0,0964040B,STREET CLEANING,498,DOF,FORD,60,120,0.0,120.0,Paid,2017-10-03 00:00:00,SEIZ,,5022174570,639,"4600 n sacramento, chicago, il",60625,41.96553609472546,-87.70352501149995
1861,1861,9191888125,2017-06-09 09:23:00,1531 N BOSWORTH,5f07af0d1939e0d59989fade41f8b11a5b14971de284cb530cced5a950acb2cd,IL,PAS,60174.0,0964040B,STREET CLEANING,498,DOF,CADI,60,120,0.0,60.0,Paid,2017-06-16 00:00:00,,,5205848490,723,"1500 n bosworth, chicago, il",60642,41.90975136663974,-87.66642114068921
1862,1862,9191881332,2017-06-09 09:23:00,1951 W 49TH ST,cc1fac72d27e128c698224bcae85825e431297425d40a541a3ec77c0e15fd024,IL,PAS,606381628.0,0964040B,STREET CLEANING,498,DOF,CHEV,60,120,0.0,60.0,Paid,2017-06-16 00:00:00,,,5205847770,773,"1900 w 49th st, chicago, il",60609,41.804797136282076,-87.67374684657052
1863,1863,9191876368,2017-06-09 09:23:00,311 S WABASH,9170b43672b6ff618c6cbe8298cf2f2567345a8f1d394bdef853ef95621e133c,IL,TRK,606324306.0,0964150B,PARKING/STANDING PROHIBITED ANYTIME,498,DOF,FLNR,75,150,0.0,75.0,Paid,2017-06-20 00:00:00,VIOL,,5200349870,702,"300 s wabash, chicago, il",60604,41.877949035245095,-87.62599470430143
1864,1864,9191880364,2017-06-09 09:23:00,3227 N DAYTON,b2d1b073dbc2b090caa51a33b59391aa902a0b4039895bf7544ff64e3c3e98df,IL,MCY,,0964040B,STREET CLEANING,498,DOF,VESP,60,120,0.0,60.0,Paid,2017-06-12 00:00:00,,,0,114,"3200 n dayton, chicago, il",60657,41.94053813030077,-87.65008888679492
1865,1865,9191856538,2017-06-09 09:23:00,729 E BOWEN,2116d6c1253f78f813c1e17dbde9a655197ee600576ef3dee1300bc04250f365,IN,PAS,463201246.0,0976160F,EXPIRED PLATES OR TEMPORARY REGISTRATION,498,DOF,CHEV,60,120,0.0,139.8,Paid,2018-03-24 00:00:00,FINL,,5205874960,778,"700 e bowen, chicago, il",60653,41.81939150625331,-87.60849420459438
1866,1866,9191809505,2017-06-09 09:23:00,3338 N SHEFFIELD,f6df51b9cac89aeaf2c1d4d6c0628f4b6748bc159c3b8d54258a474f8a1eae95,IL,PAS,606579350.0,0964040B,STREET CLEANING,498,DOF,HOND,60,120,0.0,60.0,Paid,2017-07-08 00:00:00,VIOL,,5194993490,720,"3300 n sheffield, chicago, il",60657,41.94287907799065,-87.65422640316788
1867,1867,9191917457,2017-06-09 09:23:00,3604 W BELLE PLAINE,dbab35fab56f4e950a8abe0ee78aaf727b5a313573de194a2e8f0c56c78ca3f4,TX,TMP,,0964040B,STREET CLEANING,498,DOF,NISS,60,120,60.0,0.0,Define,2017-06-12 00:00:00,,,0,714,"3600 w belle plaine, chicago, il",60618,41.95567693211435,-87.71807227788413
1868,1868,9191909970,2017-06-09 09:23:00,3548 N KEDVALE,16396ada9638693b80f3e8ced382f75062f0b34cad1820c14f80ebc06ca0a48d,IN,PAS,463835068.0,0964040B,STREET CLEANING,498,DOF,CHEV,60,120,0.0,60.0,Paid,2017-06-19 00:00:00,VIOL,,5122986700,251,"3500 n kedvale, chicago, il",60641,41.94590838061189,-87.73132695487048
1869,1869,9191887686,2017-06-09 09:23:00,3956 N LAMON,f4e770b4025a31826d8057a0676f45e36038aec5e096d210611925fbb2202e45,IL,PAS,606412611.0,0964040B,STREET CLEANING,498,DOF,FORD,60,120,0.0,60.0,Paid,2017-06-17 00:00:00,,,5201558520,653,"3900 n lamon, chicago, il",60641,41.95297545289602,-87.74988959153765
1870,1870,68171214,2017-06-09 09:23:00,10222 S PRAIRIE AVE,a16e91a89e4fea6f3cae8352d30d6e7c02117e04f4e9f53efeeb9186a66c0876,IL,PAS,606282114.0,0976160F,EXPIRED PLATES OR TEMPORARY REGISTRATION,5,CPD,DODG,60,120,146.4,0.0,Notice,2017-06-22 00:00:00,SEIZ,,5201146200,16368,"10200 s prairie ave, chicago, il",60628,41.7083397485429,-87.61747579381363
1871,1871,9191755407,2017-06-09 09:24:00,7745 S EUCLID AVE,d5b36cad50e75b2fc7c5182f78d2bd7d785403f1476fe322577a8fd9a5919029,IL,PAS,606492908.0,0964040B,STREET CLEANING,498,DOF,TOYT,60,120,0.0,60.0,Paid,2017-07-28 00:00:00,DETR,,5176755270,271,"7700 s euclid ave, chicago, il",60649,41.75390661226845,-87.57721517343778
1872,1872,67926339,2017-06-09 09:24:00,9437 S LASALLE,0d052fd152292daab3fef2333dcfa9f699b22631f1476949b31c67a22c6f739b,IL,PAS,,0964090E,RESIDENTIAL PERMIT PARKING,6,CPD,NISS,75,150,75.0,0.0,Define,2017-06-21 00:00:00,,,0,5380,"9400 s lasalle, chicago, il",60620,41.72238911518264,-87.62743270618637
1873,1873,68001643,2017-06-09 09:24:00,4017 S CAMPBELL,813ec51bfe4381393ebf2738150f2d2f066820993723299c13fe895d0e59d713,IL,PAS,60632.0,0964040B,STREET CLEANING,9,CPD,NISS,60,120,0.0,60.0,Paid,2017-08-15 00:00:00,DETR,,5199091260,6827,"4000 s campbell, chicago, il",60632,41.82048014654625,-87.68721520618637
1874,1874,67507315,2017-06-09 09:24:00,4220 S EMERALD,38072ad2175b6fa1d7d09c18073349410ba36bdea3be49627f4e8274552a0c5b,IL,PAS,,0964040B,STREET CLEANING,498,DOF,FORD,60,120,0.0,60.0,Paid,2017-06-21 00:00:00,,,0,73,"4200 s emerald, chicago, il",60609,41.816942245628724,-87.64455687763267
1875,1875,68030801,2017-06-09 09:24:00,11304 S LOWE AVE,04329f782f98b55eeb745bbf9bd9f6b8a74150c348b9e53fda437906672f4d7e,IL,PAS,60628.0,0964125B,"NO CITY STICKER VEHICLE UNDER/EQUAL TO 16,000 LBS.",22,CPD,CHEV,200,400,0.0,0.0,Dismissed,2017-08-08 00:00:00,VIOL,Not Liable,5204691040,12788,"11300 s lowe ave, chicago, il",60628,41.68852124562872,-87.63863479381364
1876,1876,9191910154,2017-06-09 09:24:00,1970 E 72ND PL,597629787ef0af2a086bee298d01b524d88bf1619da3da646dd2ee8f97641d7d,IL,PAS,,0964040B,STREET CLEANING,498,DOF,PONT,60,120,0.0,60.0,Paid,2017-06-13 00:00:00,,,0,687,"1900 e 72nd pl, chicago, il",60649,41.76350854558409,-87.57679732785289
1877,1877,9191913758,2017-06-09 09:24:00,2731 N MILDRED,f52e37f1878ce1b4d44fb8cbdef9f5ef195b72f460cd472b6ca08140df995206,IL,PAS,614621627.0,0964040B,STREET CLEANING,498,DOF,CADI,60,120,0.0,60.0,Paid,2017-09-06 00:00:00,VIOL,,5205852330,129,"2700 n mildred, chicago, il",60614,41.931837618096836,-87.65136362236733
1878,1878,9191903903,2017-06-09 09:24:00,5101 W DEMING PLACE,7b793118292f63601945904839b5f8a2b35a6953881770580a33ac869084bb4f,IL,PAS,606392420.0,0964125B,"NO CITY STICKER VEHICLE UNDER/EQUAL TO 16,000 LBS.",498,DOF,VOLK,200,400,488.0,0.0,Notice,2017-06-15 00:00:00,SEIZ,,5194918280,287,"5100 w deming place, chicago, il",60639,41.926876513994046,-87.75397863918865
1879,1879,9191809506,2017-06-09 09:24:00,3337 N SHEFFIELD,97c0ed01c7039bf9ce64e057908c54a524894a6b26c73a031360357e795f5c24,WI,PAS,531861247.0,0964040B,STREET CLEANING,498,DOF,MITS,60,120,0.0,60.0,Paid,2017-06-19 00:00:00,VIOL,,5205874670,720,"3300 n sheffield, chicago, il",60657,41.94241678856547,-87.65412030503907
1880,1880,9191876369,2017-06-09 09:24:00,311 S WABASH,9170b43672b6ff618c6cbe8298cf2f2567345a8f1d394bdef853ef95621e133c,IL,TRK,606324306.0,0976160F,EXPIRED PLATES OR TEMPORARY REGISTRATION,498,DOF,FLNR,60,120,0.0,60.0,Paid,2017-06-20 00:00:00,VIOL,,5200349870,702,"300 s wabash, chicago, il",60604,41.877949035245095,-87.62599470430143
1881,1881,9191880052,2017-06-09 09:24:00,3103 N WOLCOTT,a3d9294f3f042cc108c21d683da194259915e60fb5318f3f10a2e140ed58bcb0,IL,PAS,606184921.0,0964040B,STREET CLEANING,498,DOF,FORD,60,120,0.0,60.0,Paid,2017-06-23 00:00:00,VIOL,,5203159110,693,"3100 n wolcott, chicago, il",60657,41.93788714527027,-87.67581626776135
1882,1882,9191873601,2017-06-09 09:24:00,907 S MASON,2d2dbce13de3f2de63412ea83970888ab1cf91acfd74b84b3e8c332c0bc6d04a,IL,PAS,604021775.0,0964090E,RESIDENTIAL PERMIT PARKING,498,DOF,INFI,75,150,183.0,0.0,Notice,2017-06-15 00:00:00,FINL,,5172174320,727,"900 s mason, chicago, il",60644,41.87007061809683,-87.77300469897301
1883,1883,9191865751,2017-06-09 09:24:00,1553 N BOSWORTH,684b619c43ed8ce31d07fc8f460588017044733967cb2e17a4ad436a82be6c4b,IL,PAS,60642.0,0964040B,STREET CLEANING,498,DOF,JEEP,60,120,146.4,0.0,Notice,2017-06-15 00:00:00,DLS,,5210762990,737,"1500 n bosworth, chicago, il",60642,41.91030628476913,-87.66642664426769
1884,1884,9191876093,2017-06-09 09:24:00,3909 W 67TH PL,44af229e3318409db943524d650980ae46a5271916d7c7cb7f0968c64d77a79e,IL,PAS,606292507.0,0976160F,EXPIRED PLATES OR TEMPORARY REGISTRATION,498,DOF,BMW,60,120,0.0,60.0,Paid,2017-07-27 00:00:00,DETR,,5182428310,616,"3900 w 67th pl, chicago, il",60629,41.77046648845882,-87.72052908090484
1885,1885,68204270,2017-06-09 09:25:00,3830 W KEDZIE,6f31524ff6cb32787b65f7d2d5b3d9ee5cf46807ce43a57709491e88f074c017,IL,PAS,60614.0,0964080B,NO STANDING/PARKING TIME RESTRICTED,17,CPD,TOYT,100,200,0.0,100.0,Paid,2017-07-11 00:00:00,VIOL,,5205020440,19204,"3800 w kedzie, chicago, il",60618,41.951195800998335,-87.70797838484602
1886,1886,9191747418,2017-06-09 09:25:00,214 W INSTITUTE PL,e17b350674673e25902b0bb56e4997d32fd2493d33749bb0049ef098acb33438,IL,UVT,,0964190B,EXPIRED METER CENTRAL BUSINESS DISTRICT,729,Miscellaneous,HOND,65,130,0.0,65.0,Paid,2017-06-13 00:00:00,,,0,1449,"200 w institute pl, chicago, il",60610,41.89743550822297,-87.6349116931733
1887,1887,9191917458,2017-06-09 09:25:00,4110 N CENTRAL PARK,f7897823c2ba34fb295c763cd1ef59bdc855578d2924faa8a803ab8a19b7bf44,IL,PAS,,0964040B,STREET CLEANING,498,DOF,CHEV,60,120,0.0,60.0,Paid,2017-06-13 00:00:00,,,0,714,"4100 n central park, chicago, il",60618,41.95600082653357,-87.71789787763267
1888,1888,9191922703,2017-06-09 09:25:00,4839 N WINTHROP,5cbe4879ab069f31112bf95c91984fee55e274195da7a176f8fed305006788a6,IL,PAS,606133977.0,0964125B,"NO CITY STICKER VEHICLE UNDER/EQUAL TO 16,000 LBS.",498,DOF,TOYT,200,400,0.0,200.0,Paid,2017-09-25 00:00:00,DETR,,5188749620,690,"4800 n winthrop, chicago, il",60640,41.97023958090483,-87.65755408630054
1889,1889,9191909740,2017-06-09 09:25:00,1422 E HYDE PARK BV,140d0eb2e323c5c083c949107a0db2e861982c1394decc011d8e55d8a4d646c5,IL,PAS,60643.0,0964190A,EXP. METER NON-CENTRAL BUSINESS DISTRICT,498,DOF,SUBA,50,100,0.0,50.0,Paid,2017-06-20 00:00:00,VIOL,,5205096130,761,"1400 e hyde park bv, chicago, il",60615,41.80251119194703,-87.5911222605736
1890,1890,9191909971,2017-06-09 09:25:00,3554 N KEDVALE,360cfd00751107a81e4a9b535ecb52d80ff122c75e21f83cf0cefb307f6fea98,IL,PAS,606511741.0,0964040B,STREET CLEANING,498,DOF,NISS,60,120,0.0,60.0,Paid,2017-07-13 00:00:00,VIOL,,5180034870,251,"3500 n kedvale, chicago, il",60641,41.946043996415476,-87.73132829569856
1891,1891,9191898620,2017-06-09 09:25:00,910 W SCHUBERT,7ed35580d7f936813852115f8b3189afc9aa6f83f5a567ac5dd4abd24d9e22e6,IL,PAS,60639.0,0964125D,IMPROPER DISPLAY OF CITY STICKER,498,DOF,NISS,30,60,0.0,0.0,Dismissed,2017-08-14 00:00:00,DETR,Not Liable,5203374850,745,"900 w schubert, chicago, il",60614,41.93091375532739,-87.6520502391086
1892,1892,9191890496,2017-06-09 09:25:00,2259 S CHRISTIANA,9f0e5d55f46fa253bb28494cd7a8dfadae364c00058c7e181edfa09fe439a385,IL,PAS,60623.0,0964040B,STREET CLEANING,498,DOF,HOND,60,120,0.0,60.0,Paid,2017-07-14 00:00:00,VIOL,,5204158450,766,"2200 s christiana, chicago, il",60623,41.850250901433824,-87.70880370430143
1893,1893,9191887913,2017-06-09 09:25:00,1958 N SAYRE,4f5b34de173dd30124fb7e482f0046b80b342e097dfb112d9938c2f340b82198,IL,PAS,600894759.0,0976160F,EXPIRED PLATES OR TEMPORARY REGISTRATION,498,DOF,NISS,60,120,0.0,60.0,Paid,2017-08-03 00:00:00,DETR,,5205848440,187,"1900 n sayre, chicago, il",60707,41.915988,-87.80053847198327
1894,1894,9191888126,2017-06-09 09:25:00,1557 N BOSWORTH,2e110c4d6b7afae08f216cf6c747837e910cd0001b993dce37f092a53471f46b,IL,PAS,,0964040B,STREET CLEANING,498,DOF,MAZD,60,120,0.0,60.0,Paid,2017-06-12 00:00:00,,,0,723,"1500 n bosworth, chicago, il",60642,41.910330705050086,-87.6664276617794
1895,1895,9191881333,2017-06-09 09:25:00,4851 S WOLCOTT,12f658865eee73fedf6d5384b424559105ccaba7f70a81d4a1f243c3d6dea56f,IL,PAS,605055625.0,0964040B,STREET CLEANING,498,DOF,CHEV,60,120,146.4,0.0,Notice,2017-06-15 00:00:00,SEIZ,,5014138210,773,"4800 s wolcott, chicago, il",60609,41.80527100582839,-87.67213464790255
