,ticket_number,issue_date,violation_location,license_plate_number,license_plate_state,license_plate_type,zipcode,violation_code,violation_description,unit,unit_description,vehicle_make,fine_level1_amount,fine_level2_amount,current_amount_due,total_payments,ticket_queue,ticket_queue_date,notice_level,hearing_disposition,notice_number,officer,address,new_zipcodes,latitudes,longitudes
724,9191913730,2017-06-09 07:28:00,2438 N CLARK,6d7af44348fe8c47389acfba97781a804f89288c27f8da5beb324b8ed97a4e20,IL,PAS,606451956,0964080A,RUSH HOUR PARKING,498,DOF,TOYT,100,200,0.0,0.0,Dismissed,2017-08-24 00:00:00,DETR,Not Liable,5197359410,129,"2400 n clark, chicago, il",60614,41.926567988054785,-87.64112051696554
725,67930551,2017-06-09 07:28:00,7951 S MARSHFIELD,86cc0fb92ada7f9a162212bc2880639c0511498b8abced5d12408b1392cc6595,IL,PAS,60609,0964050J,DISABLED PARKING ZONE,6,CPD,HYUN,250,500,0.0,250.0,Paid,2017-07-08 00:00:00,VIOL,,5206126580,6651,"7900 s marshfield, chicago, il",60620,41.74884100582838,-87.66457473172159
726,68153201,2017-06-09 07:28:00,5050 W 55TH ST,0c54f0bbef947f46670e783322ac0ea7d6532d431fb22ad829c9b70273fed6a8,IL,PAS,604480300,0976160F,EXPIRED PLATES OR TEMPORARY REGISTRATION,51,CPD-Airport,MERZ,60,120,0.0,60.0,Paid,2017-06-21 00:00:00,,,0,8160,"5000 w 55th st, chicago, il",60638,41.79302437474644,-87.74821086183371
727,9191889178,2017-06-09 07:28:00,913 S LYTLE,358af07a9cab81d0802089e0755b162d0287ef2c760505237891e9fead254b5d,IL,PAS,60626,0976160F,EXPIRED PLATES OR TEMPORARY REGISTRATION,498,DOF,CADI,60,120,146.4,0.0,Notice,2017-06-15 00:00:00,SEIZ,,5183174970,789,"900 s lytle, chicago, il",60607,41.87019740557658,-87.65824818124847
728,9191888101,2017-06-09 07:28:00,3403 W HIRSCH,2500b15dea8409223ba6a0b6cac390f557e2b3501259759f83c08cadc3feca9f,IL,PAS,606512456,0976160F,EXPIRED PLATES OR TEMPORARY REGISTRATION,498,DOF,MITS,60,120,146.4,0.0,Notice,2017-06-15 00:00:00,SEIZ,,5200292240,723,"3400 w hirsch, chicago, il",60651,41.90637248124545,-87.71203252553522
729,68222792,2017-06-09 07:29:00,5945 S KEDZIE,cfdcbb11612e0230622eebe6e59936d629a5fc7dacf4ac65942c453af96c17fc,IL,TRK,606292806,0964080A,RUSH HOUR PARKING,8,CPD,FORD,100,200,244.0,0.0,Notice,2017-06-22 00:00:00,FINL,,5200733850,19781,"5900 s kedzie, chicago, il",60629,41.78524072840017,-87.70324966429955
730,67884875,2017-06-09 07:29:00,450 W BRIAR,aca7edf1d13d92715dfb5a4d4df675deec44aa972df687c3a51ed2165151a503,IL,PAS,606135873,0964100C,BLOCK ACCESS/ALLEY/DRIVEWAY/FIRELANE,19,CPD,VOLK,150,300,0.0,0.0,Dismissed,2017-10-30 00:00:00,VIOL,Not Liable,5196686600,18773,"400 w briar, chicago, il",60657,41.938729522072784,-87.64147286081135
731,9191865570,2017-06-09 07:29:00,4915 W ADDISON ST,0f6efcbc98501d0ebc48f21cc7f8e085f605f976b4e31dd3455e05ce38da1aa6,IL,PAS,606413681,0964080A,RUSH HOUR PARKING,498,DOF,HYUN,100,200,0.0,100.0,Paid,2017-06-16 00:00:00,,,5189947940,610,"4900 w addison st, chicago, il",60641,41.946045539529244,-87.75043158090484
732,9191889179,2017-06-09 07:29:00,913 S LYTLE,358af07a9cab81d0802089e0755b162d0287ef2c760505237891e9fead254b5d,IL,PAS,60626,0976160A,REAR AND FRONT PLATE REQUIRED,498,DOF,CADI,60,120,146.4,0.0,Notice,2017-06-15 00:00:00,SEIZ,,5183174970,789,"900 s lytle, chicago, il",60607,41.87019740557658,-87.65824818124847
733,68139689,2017-06-09 07:29:00,2315 W MONTROSE,24a32d012c249d19d3d1e670c091e11850ff5a92b59426d687c7b567f9229991,TN,PAS,,0964040B,STREET CLEANING,19,CPD,TOYT,60,120,0.0,60.0,Paid,2017-06-16 00:00:00,,,0,8375,"2300 w montrose, chicago, il",60618,41.961296536211044,-87.68693233236193
734,9191922680,2017-06-09 07:29:00,809 W LAWRENCE AVE,04c6700ab185dd02b185b4ecd1323e7e206f4e002b9942fda417dc59715036ef,IL,PAS,604284639,0964040B,STREET CLEANING,498,DOF,INFI,60,120,146.4,0.0,Notice,2017-06-15 00:00:00,SEIZ,,5050945700,690,"800 w lawrence ave, chicago, il",60640,41.96916954674262,-87.65055047155059
735,67949855,2017-06-09 07:30:00,6501 N RAVENSWOOD,3b29e953c5a83e9b3a6d65a6da08cdd69aa21460071ffc6ce58366dd5c08b026,IL,PAS,60626,0964110C,PARK OR STAND ON CROSSWALK,24,CPD,LEXU,60,120,0.0,60.0,Paid,2017-08-18 00:00:00,VIOL,,5204513810,4023,"6500 n ravenswood, chicago, il",60626,42.000062221424784,-87.67504653866567
736,67819620,2017-06-09 07:30:00,1925 W CERMAK,00a16ae2a9be5f9eead6c288050e2e90c24abfcf590a648ccfe06ee5819ef25d,MO,PAS,29464,0964040B,STREET CLEANING,10,CPD,NISS,60,120,146.4,0.0,Notice,2017-06-19 00:00:00,FINL,,5206152960,18757,"1900 w cermak, chicago, il",60608,41.852121193589305,-87.67398305373213
737,9191905671,2017-06-09 07:30:00,125 N WELLS ST,8892902d1470f174884a101300c4e5aeebad2791ebe3085c243b1eb9d0591d33,IL,TRK,606061867,0964190B,EXPIRED METER CENTRAL BUSINESS DISTRICT,498,DOF,FORD,65,130,0.0,65.0,Paid,2017-06-26 00:00:00,VIOL,,5191056490,608,"100 n wells st, chicago, il",60606,41.88395378824957,-87.63383551456292
738,67814926,2017-06-09 07:30:00,1326 S SPAULDING,334894bac5df44aca5cf7244c0fc7c0ced48fc1a3082fd88c0c00eda60e478a1,IL,PAS,606394016,0964125B,"NO CITY STICKER VEHICLE UNDER/EQUAL TO 16,000 LBS.",10,CPD,FORD,200,400,400.0,0.0,Notice,2017-12-29 00:00:00,DLS,,5205898950,11115,"1300 s spaulding, chicago, il",60623,41.86365266472387,-87.70805735209744
739,9191810365,2017-06-09 07:30:00,1151 N CROSBY,8757f8863e9ee1d016a37b9ea42909e2488011020a74e13c99eafce67d22e98f,WA,PAS,981095865,0976160F,EXPIRED PLATES OR TEMPORARY REGISTRATION,498,DOF,SUBA,60,120,146.4,0.0,Notice,2017-06-15 00:00:00,FINL,,5200808080,795,"1100 n crosby, chicago, il",60610,41.90269422981201,-87.64574983463304
740,9191889180,2017-06-09 07:30:00,913 S LYTLE,358af07a9cab81d0802089e0755b162d0287ef2c760505237891e9fead254b5d,IL,PAS,60626,0964090E,RESIDENTIAL PERMIT PARKING,498,DOF,CADI,75,150,183.0,0.0,Notice,2017-06-15 00:00:00,SEIZ,,5183174970,789,"900 s lytle, chicago, il",60607,41.87019740557658,-87.65824818124847
741,68012614,2017-06-09 07:30:00,5230 N SHERIDAN,215e9d27c72fe5dd07d0da58cfdba1ebf87c2f3019a1636337509fe3282546cb,IN,PAS,46151,0964080A,RUSH HOUR PARKING,20,CPD,HOND,100,200,0.0,244.0,Paid,2018-01-16 00:00:00,FINL,,5174439310,9821,"5200 n sheridan, chicago, il",60640,41.9773979348188,-87.6550816861395
742,68137834,2017-06-09 07:31:00,3741 N HERMITAGE,7a8d985e1331a02c552f207d7e44cb62e80b316e4473fbaaed77d895bc980ed6,IL,PAS,604811405,0976160F,EXPIRED PLATES OR TEMPORARY REGISTRATION,19,CPD,CHEV,60,120,146.4,0.0,Notice,2017-06-22 00:00:00,SEIZ,,5205949080,3774,"3700 n hermitage, chicago, il",60613,41.94996252844942,-87.67246358240538
743,68012615,2017-06-09 07:31:00,5242 N SHERIDAN,bb9d095259780bae7c3ddc8e271dff0498cb918394aaa547bc344c2039fb736b,IL,PAS,60707,0964080A,RUSH HOUR PARKING,20,CPD,FORD,100,200,0.0,0.0,Dismissed,2017-08-10 00:00:00,VIOL,Not Liable,5204902880,9821,"5200 n sheridan, chicago, il",60640,41.9776257578984,-87.65508568303564
744,9191874071,2017-06-09 07:31:00,1106 W 18TH ST,55696fdc573f1c08140ebca7bf5390486158841b3a6d066591a82c26b8204fc2,IL,PAS,60652,0964040B,STREET CLEANING,498,DOF,JEEP,60,120,0.0,146.4,Paid,2017-12-06 00:00:00,FINL,Liable,5183512650,775,"1100 w 18th st, chicago, il",60608,41.858001511541204,-87.65375352844941
745,9191894962,2017-06-09 07:31:00,5859 W GRAND AVE,aa0a8e30471cf67c37fd49f188af3d8e7ebf3454a569cafa55c4656bf070be8c,IL,PAS,606415018,0976160F,EXPIRED PLATES OR TEMPORARY REGISTRATION,498,DOF,TOYT,60,120,146.4,0.0,Notice,2017-06-15 00:00:00,FINL,,5180820220,638,"5800 w grand ave, chicago, il",60639,41.920002798199704,-87.77267511685606
746,9191894963,2017-06-09 07:31:00,5859 W GRAND AVE,aa0a8e30471cf67c37fd49f188af3d8e7ebf3454a569cafa55c4656bf070be8c,IL,PAS,606415018,0964080A,RUSH HOUR PARKING,498,DOF,TOYT,100,200,244.0,0.0,Notice,2017-06-15 00:00:00,FINL,,5180820220,638,"5800 w grand ave, chicago, il",60639,41.920002798199704,-87.77267511685606
747,9191917353,2017-06-09 07:31:00,2611 N MOZART ST,a15c0dc1684fff6e084182f3a22992465debd80091d893e1925fa7031d89bf4f,IL,PAS,601031932,0976160F,EXPIRED PLATES OR TEMPORARY REGISTRATION,498,DOF,TOYT,60,120,0.0,60.0,Paid,2017-07-09 00:00:00,VIOL,,5173121660,643,"2600 n mozart st, chicago, il",60647,41.929004012319815,-87.69870331713228
748,68222793,2017-06-09 07:32:00,5557 S KEDZIE,88f6af4a101ddccf1a123160b34cd9d0067f92d18c30b57ec45cddf11e7a8688,IL,PAS,601335121,0964080A,RUSH HOUR PARKING,8,CPD,HYUN,100,200,0.0,100.0,Paid,2017-06-20 00:00:00,,,0,19781,"5500 s kedzie, chicago, il",60629,41.79187803136361,-87.70346470618637
749,68002060,2017-06-09 07:32:00,2924 W 43RD,9f64b3dcc38835d4cd4904a869de3a784a3fdadab95749c1dad8a04579f5f7a9,IL,PAS,606234523,0964080B,NO STANDING/PARKING TIME RESTRICTED,9,CPD,DODG,100,200,0.0,100.0,Paid,2017-07-06 00:00:00,VIOL,,5199995090,14334,"2900 w 43rd, chicago, il",60707,41.933534651906044,-87.80665008939195
750,9191874072,2017-06-09 07:32:00,1112 W 18TH ST,dd369f4ebd604c319e5f454757f5bdc7c90144fc9750dfb8bcab42f960f0c4c6,IL,PAS,60615,0964040B,STREET CLEANING,498,DOF,TOYT,60,120,0.0,60.0,Paid,2017-08-20 00:00:00,DETR,,5190678190,775,"1100 w 18th st, chicago, il",60608,41.858001511541204,-87.65394252844942
751,9191909724,2017-06-09 07:32:00,5048 S CORNELL AVE,cf4ba8b9620627cb940907ac47db4c8f6b515141a9b24a815ea89077a52c4f7f,IL,TMP,60653,0964125B,"NO CITY STICKER VEHICLE UNDER/EQUAL TO 16,000 LBS.",498,DOF,FORD,200,400,240.0,160.0,Notice,2017-06-15 00:00:00,SEIZ,,5207378540,761,"5000 s cornell ave, chicago, il",60615,41.802858000000015,-87.58649833377558
752,9191856526,2017-06-09 07:32:00,705 W 51ST ST,4f703a88e4ee3218b8ca9ab71c0a8a023beca95245ea171148c9be190a4d4ba6,IL,PAS,60629,0964080A,RUSH HOUR PARKING,498,DOF,DODG,100,200,0.0,100.0,Paid,2017-07-06 00:00:00,VIOL,,5205891760,778,"700 w 51st st, chicago, il",60609,41.801528649845594,-87.64315346781801
753,68139690,2017-06-09 07:32:00,2343 W MONTROSE,8239697af16b65309c142b03766ed1061db9164c869586a613468c024849cd96,IL,PAS,602021965,0964040B,STREET CLEANING,19,CPD,FORD,60,120,0.0,60.0,Paid,2017-07-14 00:00:00,VIOL,,5190408400,8375,"2300 w montrose, chicago, il",60618,41.96128851067581,-87.6880310553696
754,9191913731,2017-06-09 07:32:00,2470 N CLARK,f0f1543d8f8068606a1a222001c77ac1789d0f779923e523de7cfb7a31fb7d94,IL,PAS,60622,0912060,"STAND, PARK, OR OTHER USE OF BUS LANE",498,DOF,HYUN,90,180,0.0,180.0,Paid,2017-11-29 00:00:00,SEIZ,,5203970680,129,"2400 n clark, chicago, il",60614,41.92744982041671,-87.6416413748627
755,9191894964,2017-06-09 07:33:00,2158 N MARMORA,9cbf1f0e24661521396d5abe88ebd6fcae6e12c9f0a3f1bdfd0a10670b590173,IL,PAS,606392815,0964090E,RESIDENTIAL PERMIT PARKING,498,DOF,NISS,75,150,0.0,75.0,Paid,2017-07-10 00:00:00,VIOL,,5205849280,638,"2100 n marmora, chicago, il",60639,41.919633000000005,-87.77317896866505
756,68153202,2017-06-09 07:33:00,5050 W 55TH ST,12142217da86e263ad5ab1c4e1d213704dd71d6a99c545c63d8c389b8c82d9f2,IN,PAS,465528262,0976160F,EXPIRED PLATES OR TEMPORARY REGISTRATION,51,CPD-Airport,HOND,60,120,0.0,120.0,Paid,2017-10-25 00:00:00,FINL,,5194186460,8160,"5000 w 55th st, chicago, il",60638,41.79302437474644,-87.74821086183371
757,9191903868,2017-06-09 07:33:00,4818 W ROSCOE,cfdb966bc855cb9225abb29ba9da991d3cce5516aa584f8d509d441bd9f76f4b,IL,PAS,60641,0976160A,REAR AND FRONT PLATE REQUIRED,498,DOF,NISS,60,120,-22.12,168.52,Paid,2018-04-11 00:00:00,FINL,,5205547040,287,"4800 w roscoe, chicago, il",60641,41.942452471579244,-87.74782136081134
758,68138191,2017-06-09 07:33:00,801 W SUNNYSIDE AVE,c19e2ebcd6849dbc8eb70a9c3fcdde7807cad85cce112e662d89f5a6caca0b1c,IL,PAS,60491,0964110C,PARK OR STAND ON CROSSWALK,19,CPD,KIA,60,120,146.4,0.0,Notice,2017-10-03 00:00:00,FINL,Liable,5202955710,15017,"800 w sunnyside ave, chicago, il",60640,41.963564724036715,-87.65003588221232
759,67819621,2017-06-09 07:33:00,1851 W CERMAK,e89ad9ebe1bd68f2c99e426f699e9b15520afb30c923a6ef71f4705f1f5b1595,IL,PAS,60608,0964040B,STREET CLEANING,10,CPD,ACUR,60,120,146.4,0.0,Notice,2017-06-22 00:00:00,SEIZ,,5205961820,18757,"1800 w cermak, chicago, il",60608,41.85218453952927,-87.67281172009349
760,9191883917,2017-06-09 07:33:00,2116 W CATON,62a4bddf6ba7f138de114d50423e19e3e025bc8a2f656a89f95589ca693a98c5,MN,PAS,,0976160F,EXPIRED PLATES OR TEMPORARY REGISTRATION,498,DOF,HOND,60,120,60.0,0.0,Define,2017-06-12 00:00:00,,,0,641,"2100 w caton, chicago, il",60647,41.91196979146149,-87.68077911306592
761,9191894169,2017-06-09 07:33:00,6001 S UNIVERSITY,11916f80d36fbfe158143068e2d2a0f51ce9daf6aa7f09ba393d21518e3923db,IL,PAS,604382350,0964100G,STOP SIGN OR TRAFFIC SIGNAL,498,DOF,HOND,60,120,0.0,60.0,Paid,2017-07-05 00:00:00,VIOL,,5172061950,746,"6000 s university, chicago, il",60637,41.785899866881365,-87.59788192631098
762,9191905672,2017-06-09 07:33:00,122 N WELLS,07ef3490d1c271135a77c398a9717c6cb4311def6d2bce5066f528e37aa68362,PA,TRK,,0976160F,EXPIRED PLATES OR TEMPORARY REGISTRATION,498,DOF,FORD,60,120,0.0,60.0,Paid,2017-06-26 00:00:00,,,0,608,"100 n wells, chicago, il",60606,41.88391534326911,-87.63394970160162
763,68012616,2017-06-09 07:33:00,5220 N SHERIDAN,ab38ee4ede31cebb580843dccc00216c93278465122682c6ce4cdef1dca06101,IL,PAS,60640,0964080A,RUSH HOUR PARKING,20,CPD,CHEV,100,200,244.0,0.0,Notice,2017-06-22 00:00:00,SEIZ,,5173001680,9821,"5200 n sheridan, chicago, il",60640,41.97720808225247,-87.65507835539273
764,68161599,2017-06-09 07:34:00,501 E 29TH,eed0b7f5b202378d0b6efa67a8f5fffef0bdd15530bca29864da6d5c3d78dc1b,AZ,PAS,,0964020A,WRONG DIRECTION OR 12'' FROM CURB,1,CPD,TOYT,25,50,25.0,0.0,Define,2017-06-19 00:00:00,,,0,15126,"500 e 29th, chicago, il",60616,41.84201838854836,-87.6143376154048
765,9191913732,2017-06-09 07:34:00,2470 N CLARK,f0f1543d8f8068606a1a222001c77ac1789d0f779923e523de7cfb7a31fb7d94,IL,PAS,60622,0964125B,"NO CITY STICKER VEHICLE UNDER/EQUAL TO 16,000 LBS.",498,DOF,HYUN,200,400,0.0,400.0,Paid,2017-11-29 00:00:00,SEIZ,,5203970680,129,"2400 n clark, chicago, il",60614,41.92744982041671,-87.6416413748627
766,9191887898,2017-06-09 07:34:00,4560 N PATTON AVE,3460b280f49a3a6e9741676279993bfbded45935d1b2e71aab2303b4405487a6,IL,TRN,,0976160A,REAR AND FRONT PLATE REQUIRED,498,DOF,LEXU,60,120,0.0,60.0,Paid,2017-06-28 00:00:00,,,0,187,"4500 n patton ave, chicago, il",60656,41.96340241274264,-87.83756885889595
767,9191874074,2017-06-09 07:34:00,1129 W 18TH ST,f327aeaa9a3620b055b3f14efd6959746d737dfb08c449b3763a5ce8aa8efe1e,IL,PAS,606084753,0976160F,EXPIRED PLATES OR TEMPORARY REGISTRATION,498,DOF,KIA,60,120,0.0,120.0,Paid,2017-11-29 00:00:00,SEIZ,,5184893430,775,"1100 w 18th st, chicago, il",60608,41.85789054132445,-87.65437990539554
768,9191814013,2017-06-09 07:34:00,9540 S NORMAL AVE,c4c258cad6fc194b0faf7cefc5e7979ca17aa8a33b2b01f343bf2f1599202a4e,IL,PAS,606281130,0964090E,RESIDENTIAL PERMIT PARKING,498,DOF,CADI,75,150,0.0,150.0,Paid,2017-09-06 00:00:00,FINL,,5194509480,614,"9500 s normal ave, chicago, il",60628,41.720336245628715,-87.63591679381364
769,9191874073,2017-06-09 07:34:00,1129 W 18TH ST,f327aeaa9a3620b055b3f14efd6959746d737dfb08c449b3763a5ce8aa8efe1e,IL,PAS,606084753,0964040B,STREET CLEANING,498,DOF,KIA,60,120,0.0,120.0,Paid,2017-11-29 00:00:00,SEIZ,,5184893430,775,"1100 w 18th st, chicago, il",60608,41.85789054132445,-87.65437990539554
770,9191818365,2017-06-09 07:34:00,1710 W 18TH PL,dd169a8989a8ca98469f60fb2ec4c32e120c0244024a60f2f60e4970d6b1c412,OH,PAS,43506,0964090E,RESIDENTIAL PERMIT PARKING,498,DOF,NISS,75,150,0.0,75.0,Paid,2017-07-15 00:00:00,VIOL,,5202120180,791,"1700 w 18th pl, chicago, il",60608,41.85689872554687,-87.66893416443278
771,9191810366,2017-06-09 07:34:00,650 W ELM,dc1bbb804a24a5823fd6036b53a75ebdff43e2c66673f82e762a31392111f7e7,MI,PAS,76161,0976160F,EXPIRED PLATES OR TEMPORARY REGISTRATION,498,DOF,MERZ,60,120,60.0,0.0,Define,2017-06-12 00:00:00,,,0,795,"600 w elm, chicago, il",60610,41.90268776091985,-87.64483910468643
772,67819622,2017-06-09 07:35:00,1841 W CERMAK,acd42504005dd3c0ef4cbd84a55b618d76e105869221ef47897b73724efcc608,IL,PAS,60608,0964040B,STREET CLEANING,10,CPD,FORD,60,120,0.0,146.4,Paid,2018-05-02 00:00:00,SEIZ,,5180315510,18757,"1800 w cermak, chicago, il",60608,41.85215067830996,-87.67239937911025
773,68153203,2017-06-09 07:35:00,5050 W 55TH ST,49bc516971607984ce7d1ffddcb310667fafbe5f6cf9e884da9506cca4e5898e,IL,PAS,611151574,0976160F,EXPIRED PLATES OR TEMPORARY REGISTRATION,51,CPD-Airport,JEEP,60,120,0.0,120.0,Paid,2017-10-13 00:00:00,FINL,,5205963670,8160,"5000 w 55th st, chicago, il",60638,41.79302437474644,-87.74821086183371
774,68230977,2017-06-09 07:35:00,10000 W OHARE,c8d0f5d6a8b5c7273721d4307f94b853bfb04eafa6047cefc9dcfca31c3ecb5d,IL,PAS,60007,0964150B,PARKING/STANDING PROHIBITED ANYTIME,252,CPD,LINC,75,150,0.0,0.0,Dismissed,2017-08-18 00:00:00,VIOL,Not Liable,5204009000,T195,"10000 w ohare, chicago, il",60666,41.97857069166022,-87.8802645054864
775,9191909951,2017-06-09 07:35:00,3250 N PULASKI ROAD,d0b808e9566f0821e6e857bedba49bbad268aab6d156767b8ca702930b7ac697,IL,PAS,60641,0964080A,RUSH HOUR PARKING,498,DOF,SUZI,100,200,0.0,100.0,Paid,2017-07-19 00:00:00,VIOL,,5204900810,251,"3200 n pulaski road, chicago, il",60641,41.940607500000006,-87.72726035912308
776,9191708591,2017-06-09 07:35:00,9552 S NORMAL AVE,007c21485855c1b1e28d1d0df1e72c7c01358991645ec719d72230a1b2c43803,IL,PAS,60628,0964090E,RESIDENTIAL PERMIT PARKING,498,DOF,PONT,75,150,183.0,0.0,Notice,2017-06-15 00:00:00,SEIZ,,5190853710,271,"9500 s normal ave, chicago, il",60628,41.71997713627445,-87.6359177682784
777,9191917354,2017-06-09 07:35:00,2705 N MOZART ST,3ea246f630e4eb94a9f5083219e905fb0be4a0ff69623663e52a49362a40fc53,IL,PAS,606471740,0976160F,EXPIRED PLATES OR TEMPORARY REGISTRATION,498,DOF,HOND,60,120,0.0,120.0,Paid,2017-09-06 00:00:00,SEIZ,,5175652390,643,"2700 n mozart st, chicago, il",60647,41.93052319900167,-87.69876309683211
778,68278154,2017-06-09 07:35:00,1522 W LUNT,7654822dc78ed8f6e62df2b0e991342d449232e80056402d070e93210f70509a,IL,PAS,600148129,0964080B,NO STANDING/PARKING TIME RESTRICTED,24,CPD,MAZD,100,200,0.0,100.0,Paid,2017-07-03 00:00:00,VIOL,,5194162260,14709,"1500 w lunt, chicago, il",60626,42.00913410739336,-87.66842557725593
779,9191917443,2017-06-09 07:35:00,5036 N BERNARD,da6675b11823e516a8cc5f55146a0b482eb2abf73b79b34412a91c8d915059d6,IL,PAS,615502770,0976160A,REAR AND FRONT PLATE REQUIRED,498,DOF,TOYT,60,120,0.0,60.0,Paid,2017-07-05 00:00:00,VIOL,,5194104090,714,"5000 n bernard, chicago, il",60625,41.97315474271454,-87.71474091038124
780,68153204,2017-06-09 07:36:00,5050 W 55TH ST,b9e0859eaae83588315cca70e65c8567a1b7f11e2ac2405b263e041e813b30f0,IL,PAS,600471748,0976160F,EXPIRED PLATES OR TEMPORARY REGISTRATION,51,CPD-Airport,KIA,60,120,0.0,60.0,Paid,2017-07-10 00:00:00,VIOL,,5206002720,8160,"5000 w 55th st, chicago, il",60638,41.79302437474644,-87.74821086183371
781,68222794,2017-06-09 07:36:00,3141 W 55TH ST,d895f6f22c1c7e4a55ff59d4ff2b52bfc318993bc616541175e239355d424736,IL,PAS,60629,0964080A,RUSH HOUR PARKING,8,CPD,FORD,100,200,0.0,100.0,Paid,2017-11-24 00:00:00,DETR,Liable,5205986410,19781,"3100 w 55th st, chicago, il",60632,41.793497488458826,-87.70273149708581
782,9191865571,2017-06-09 07:36:00,4814 W ADDISON ST,0dd1b2ba90a967b5418cb67777396b411123f99fb423441e9d1214aae6c008bc,IL,PAS,611151851,0964150B,PARKING/STANDING PROHIBITED ANYTIME,498,DOF,VOLK,75,150,0.0,75.0,Paid,2017-07-14 00:00:00,VIOL,,5190547920,610,"4800 w addison st, chicago, il",60641,41.94612051154118,-87.7477905
783,9191810367,2017-06-09 07:36:00,1143 N HOWE ST,9d68e779674e0b179e4d090e3be3c94b1eb6009e4833abaaa9bc37d58d281c88,NC,PAS,282034185,0976160F,EXPIRED PLATES OR TEMPORARY REGISTRATION,498,DOF,VOLK,60,120,0.0,0.0,Dismissed,2017-10-06 00:00:00,,Not Liable,5205906720,795,"1100 n howe st, chicago, il",60610,41.90305803245773,-87.64439213338653
784,68230954,2017-06-09 07:36:00,10000 W OHARE,444e1d0bb36f87649fa60c21dee7002ab155a2ca9c9c5054279e8c3d4dd406b7,IN,PAS,,0964150B,PARKING/STANDING PROHIBITED ANYTIME,252,CPD,BMW,75,150,0.0,75.0,Paid,2017-06-22 00:00:00,,,0,T207,"10000 w ohare, chicago, il",60666,41.97857069166022,-87.8802645054864
785,9191860945,2017-06-09 07:36:00,191 N ASHLAND AVE,cb87c3cfa54ed339741378ecc72d3f53a30f5409e0ed0cf470b2b35001a906e1,IL,PAS,606322717,0976160F,EXPIRED PLATES OR TEMPORARY REGISTRATION,498,DOF,FORD,60,120,146.4,0.0,Notice,2017-06-15 00:00:00,SEIZ,,5200669240,772,"100 n ashland ave, chicago, il",60607,41.88525067518673,-87.66686706650069
786,68161600,2017-06-09 07:36:00,505 E 29TH,04349e9df063c0c2cce819d21046ea79c82c5643b217bdfedca76d59ca48ed03,IL,PAS,60616,0964020A,WRONG DIRECTION OR 12'' FROM CURB,1,CPD,TOYT,25,50,61.0,0.0,Notice,2017-06-22 00:00:00,SEIZ,,5205609670,15126,"500 e 29th, chicago, il",60616,41.84201878689527,-87.61427846088874
787,68190539,2017-06-09 07:36:00,1360 N HUDSON,f432ea4bcf5c33a22050b63bfc5dd0f612a0cde81f077ff91e529ab843895f53,IL,PAS,60651,0964080B,NO STANDING/PARKING TIME RESTRICTED,18,CPD,BUIC,100,200,244.0,0.0,Notice,2017-09-08 00:00:00,FINL,,5203602750,16001,"1300 n hudson, chicago, il",60610,41.907254806607476,-87.6397318847101
788,9191814014,2017-06-09 07:37:00,437 W 95TH PL,86b4afddb027c34343cc19ffd0259f424a6626a96983422f292dddab6be8891f,IL,TMP,60827,0964090E,RESIDENTIAL PERMIT PARKING,498,DOF,DODG,75,150,153.51,29.49,Notice,2017-06-15 00:00:00,FINL,,5204280000,614,"400 w 95th pl, chicago, il",60628,41.72062448845881,-87.63546158381902
789,67764019,2017-06-09 07:37:00,700 S DEARBORN ST,510352faea4a7dc3425714ab44de492d6cbafbf914287d2bc68207e3e452055e,IL,PAS,60629,0964080B,NO STANDING/PARKING TIME RESTRICTED,1,CPD,PORS,100,200,0.0,100.0,Paid,2017-07-20 00:00:00,VIOL,,5205961470,7842,"700 s dearborn st, chicago, il",60605,41.8733189686364,-87.62919037373752
790,67884228,2017-06-09 07:37:00,4500 N HAZEL,a43ad0b28fc1e7eb908bd9b8f0ae5d7b36999e96658b68e1895a66b33ec4c096,IL,PAS,60659,0964150B,PARKING/STANDING PROHIBITED ANYTIME,19,CPD,CADI,75,150,0.0,75.0,Paid,2017-07-01 00:00:00,VIOL,,5203818380,14600,"4500 n hazel, chicago, il",60640,41.96365294237517,-87.65240971997302
791,67819623,2017-06-09 07:37:00,1657 W CERMAK,845436c541bd87bb7f9e1a4a45eef874993b47ad60cb57cde8d13282d1afd19c,IL,TMP,,0964040B,STREET CLEANING,10,CPD,NISS,60,120,60.0,0.0,Define,2017-06-19 00:00:00,,,0,18757,"1600 w cermak, chicago, il",60608,41.85225653952926,-87.66818983236193
792,68012617,2017-06-09 07:37:00,5100 N SHERIDAN,deebf00d770d0e6948ec10fdf0c671cc75535cad08bb02a910a075c122124a89,IL,PAS,606403156,0964080A,RUSH HOUR PARKING,20,CPD,HYUN,100,200,0.0,100.0,Paid,2017-08-05 00:00:00,DETR,,5196909360,9821,"5100 n sheridan, chicago, il",60640,41.97541458090484,-87.6550299975185
793,9191890117,2017-06-09 07:37:00,190 N CLARK,638a34b9341efa7bd1f13c506a90dd563e962357d4e76075b4aa40b2d3c7b4ad,IL,TRK,601031697,0964140B,PARK OR STAND IN BUS/TAXI/CARRIAGE STAND,498,DOF,MITS,100,200,0.0,100.0,Paid,2017-06-26 00:00:00,VIOL,,5198417490,657,"100 n clark, chicago, il",60601,41.88565746938747,-87.63102260787139
